Pressure(Pa),Temperature(K),Xe_mole_frac,Kr_mole_frac,Xe_uptake,Kr_uptake,Xe_Error,Kr_Error
4800000.076,300,0.1,0.9,409.3927128521,687.2616762095,1.7932977543,1.0905769044
4800000.076,300,0.12,0.88,468.6841951386,649.2842398807,1.3875353443,1.6633514511
4800000.076,300,0.14,0.86,521.5667605480,615.6900556214,1.8505869167,2.7809156356
4800000.076,300,0.16,0.84,570.8200419787,583.7757191135,2.2212487091,3.0017866011
4800000.076,300,0.18,0.82,615.6391839417,554.0575111394,2.6382707056,1.5264507372
4800000.076,300,0.2,0.8,657.2441405010,526.8221196657,1.5279899938,1.2520772974
4800000.076,300,0.22,0.78,696.2041765237,500.7866788167,1.5742740106,0.7426677864
4800000.076,300,0.24,0.76,732.3429042829,477.3311699086,2.2852356356,1.9877937981
4800000.076,300,0.26,0.74,766.8109816952,454.2389953546,2.1525876391,2.8362469713
4800000.076,300,0.28,0.72,798.9066292559,432.7630274599,1.7546191443,1.1535807063
4800000.076,300,0.3,0.7,829.3984264365,411.8965247601,2.0032499533,0.9372931310
4800000.076,300,0.32,0.68,858.4791218007,393.0052856996,2.0046357194,2.4297930532
4800000.076,300,0.34,0.66,884.2465713718,374.3452153294,2.3329741427,1.2903245160
4800000.076,300,0.36,0.64,910.4856091731,356.2490310101,2.4098557083,2.3183299557
4800000.076,300,0.38,0.62,935.7447875104,339.5312521325,2.8656877767,1.4747583864
4800000.076,300,0.4,0.6,959.2013706437,322.7865621645,2.4549414411,2.0102854538
4800000.076,300,0.42,0.58,981.0199437063,308.5656094863,2.5777196538,3.0926411518
4800000.076,300,0.44,0.56,1002.6667958145,292.5217508088,1.3967974068,0.7940472948
4800000.076,300,0.46,0.54,1022.7264568357,278.0740626701,1.2923858152,2.1028974406
4800000.076,300,0.48,0.52,1041.9420560509,263.8500621464,1.6313690509,0.9840575808
4800000.076,300,0.5,0.5,1061.5913395346,251.2888171951,2.0027072007,1.2794961304
4800000.076,300,0.52,0.48,1079.9483068454,237.6341057211,2.2234077081,1.4538852149
4800000.076,300,0.54,0.46,1096.1453452551,225.4151026475,1.0062936332,0.9617993005
4800000.076,300,0.56,0.44,1114.2766524020,213.0335939938,0.9195812129,1.1206824461
4800000.076,300,0.58,0.42,1130.6581911260,201.1184230179,1.8045858957,0.5148781250
4800000.076,300,0.6,0.4,1146.4623252631,188.9695377080,2.1418396913,1.0471297291
4800000.076,300,0.62,0.38,1163.1778638210,178.1658259336,2.7939858481,0.5385628805
4800000.076,300,0.64,0.36,1177.1992636703,166.2346018169,1.8891467406,1.0848641576
4800000.076,300,0.66,0.34,1191.9078457935,155.4411765210,0.9718612085,0.9417258562
4800000.076,300,0.68,0.32,1204.8154877889,145.0439365046,1.1693788389,1.3980549763
4800000.076,300,0.7,0.3,1218.5308613078,135.0169923984,2.1414846464,0.9306092315
4800000.076,300,0.72,0.28,1233.1305339807,125.5398726923,1.1207495685,1.3372484240
4800000.076,300,0.74,0.26,1247.0844012884,115.0945944748,4.5267819274,0.9373608802
4800000.076,300,0.76,0.24,1258.4959356609,105.6070324344,1.4274680824,0.5099682228
4800000.076,300,0.78,0.22,1271.3037575598,95.9493452001,1.5249565139,0.6063843092
4800000.076,300,0.8,0.2,1283.6673949517,86.8805502036,2.8402032714,0.6182273762
4800000.076,300,0.82,0.18,1295.2002654133,77.3218140440,1.4570214325,0.5096760996
4800000.076,300,0.84,0.16,1306.5168363887,68.2071455094,1.3712459154,0.3335016371
4800000.076,300,0.86,0.14,1316.3562381556,59.3063283611,1.9009653048,0.2806621471
4800000.076,300,0.88,0.12,1330.0812165439,50.7232491055,3.3757394443,0.4031444405
4800000.076,300,0.9,0.1,1340.6315143017,41.8761848686,2.0036839618,0.3195195285
4800000.076,300,0.92,0.08,1352.6923541188,33.5664765730,5.2847128963,0.3759306136
4800000.076,300,0.94,0.06,1360.5035819150,24.8236625058,1.9324978603,0.2786886157
4800000.076,300,0.96,0.04,1371.4958935877,16.5093651247,2.6461797382,0.2592242723
4800000.076,300,0.98,0.02,1379.9805746638,8.2180131712,0.6636751304,0.1366647132
5200000.074,300,0.02,0.98,103.3737354202,901.2199969164,0.8569596606,2.7395538078
5200000.074,300,0.04,0.96,193.4635567332,844.5000598507,1.2661982118,2.5040751485
5200000.074,300,0.06,0.94,273.0297514367,793.7268503233,1.3957814029,2.7709133149
5200000.074,300,0.08,0.92,344.4455090896,747.7800426733,1.2113763145,2.6108702770
5200000.074,300,0.1,0.9,408.9736529468,705.8014605865,2.3529722953,3.4508113294
5200000.074,300,0.12,0.88,467.3231797311,668.6126715965,2.0842027778,2.6612830535
5200000.074,300,0.14,0.86,521.0619351289,633.5212159212,1.4637702548,2.4878924907
5200000.074,300,0.16,0.84,569.4284754898,601.4882039294,1.2487592325,1.7901389341
5200000.074,300,0.18,0.82,614.5269726346,571.5735657767,2.3817822954,4.4007590607
5200000.074,300,0.2,0.8,657.3671859312,542.0737116880,2.0574390804,1.6779987645
5200000.074,300,0.22,0.78,695.3209084009,517.4359504399,1.8885179347,1.1367530298
5200000.074,300,0.24,0.76,731.1816375982,492.4088615647,0.8397371980,1.4237251989
5200000.074,300,0.26,0.74,767.0947865906,469.0341725141,3.1866130634,1.6001837342
5200000.074,300,0.28,0.72,799.2997777200,447.2045679557,1.4669643189,2.0464608263
5200000.074,300,0.3,0.7,829.4660132428,426.3800770352,0.9857351195,3.1206306116
5200000.074,300,0.32,0.68,858.0614999125,406.3497749908,1.3354845427,1.3178776429
5200000.074,300,0.34,0.66,884.9490834513,386.8043920913,1.7251984514,1.2088274194
5200000.074,300,0.36,0.64,911.6238133185,369.4950714284,0.9472547578,1.2003308562
5200000.074,300,0.38,0.62,936.9127287654,351.9504259222,2.0173393560,1.5744925030
5200000.074,300,0.4,0.6,959.8999213929,335.1243099912,1.4803171336,1.9412655649
5200000.074,300,0.42,0.58,982.0236254167,319.7890753909,1.9676655075,1.1157398631
5200000.074,300,0.44,0.56,1004.7824989051,303.9936853904,1.5716421686,2.0399588417
5200000.074,300,0.46,0.54,1024.6962147511,289.3495670731,1.7846730319,1.2655544173
5200000.074,300,0.48,0.52,1044.3861697012,274.7614875513,1.6884736246,1.5121768729
5200000.074,300,0.5,0.5,1063.2364040290,260.8293528682,2.0697430344,1.1705880808
5200000.074,300,0.52,0.48,1081.5039158198,247.5484007652,1.7673803024,1.5654354866
5200000.074,300,0.54,0.46,1100.4224695288,233.9426972613,2.7156393557,1.6947365211
5200000.074,300,0.56,0.44,1116.8594668768,221.4716235116,2.3646012707,0.9009189420
5200000.074,300,0.58,0.42,1133.0673853785,209.6266915205,2.1205011697,1.3314406520
5200000.074,300,0.6,0.4,1150.5216035039,197.2322468407,1.4660549694,1.1492171989
5200000.074,300,0.62,0.38,1165.6760523428,185.2840171316,1.5328658212,1.3178018569
5200000.074,300,0.64,0.36,1180.7070487654,174.0599970732,3.2237633944,1.9247249998
5200000.074,300,0.66,0.34,1196.1182514977,162.9907417602,1.2272938929,0.7659776943
5200000.074,300,0.68,0.32,1209.5473510729,152.2744823706,2.5383590236,0.8962604715
5200000.074,300,0.7,0.3,1223.9784772821,141.5859133501,1.5221364631,1.0798918857
5200000.074,300,0.72,0.28,1237.1969480425,130.6948184600,1.6960475300,0.6059838207
5200000.074,300,0.74,0.26,1249.7814702962,120.2717410261,2.5956145060,0.9904746557
5200000.074,300,0.76,0.24,1264.1628628177,110.5192415527,3.1935428047,1.1205675521
5200000.074,300,0.78,0.22,1277.4546181883,100.7370429031,2.5329147122,0.7052287732
5200000.074,300,0.8,0.2,1289.7026444274,90.9806816710,2.2987853683,0.6606698605
5200000.074,300,0.82,0.18,1301.0581503955,81.3649369468,1.2182838159,0.7307066093
5200000.074,300,0.84,0.16,1313.2313726101,71.7671502668,1.2382786893,0.5070968841
5200000.074,300,0.86,0.14,1325.0453889919,62.4461287384,0.8396167218,0.5318803636
5200000.074,300,0.88,0.12,1335.4757072806,53.0999451674,1.8952457042,0.5197484572
5200000.074,300,0.9,0.1,1346.8754390594,44.1278153615,2.1804155141,0.3110361457
5200000.074,300,0.92,0.08,1358.5804103289,35.1789080601,1.5827660063,0.3385950087
5200000.074,300,0.94,0.06,1370.3002501532,26.4320244266,4.0186540664,0.3192112009
5200000.074,300,0.96,0.04,1378.6336138391,17.4863208265,3.5301634999,0.2167673279
5200000.074,300,0.98,0.02,1390.3576049205,8.7129244005,1.9063258109,0.0774823012
5600000.072,300,0.02,0.98,103.1170357916,921.9314231594,0.6927531510,1.7174716535
5600000.072,300,0.04,0.96,192.5895950233,863.9677400074,2.2590987151,3.7365440201
5600000.072,300,0.06,0.94,271.8299838775,812.6428011766,0.9828118345,1.5431058045
5600000.072,300,0.08,0.92,343.6376147718,765.6147357031,2.3601274941,2.0901666835
5600000.072,300,0.1,0.9,408.0352517889,722.6364429772,1.7772380960,2.8417588282
5600000.072,300,0.12,0.88,466.0410924728,684.8019956270,3.5858263935,1.7080297702
5600000.072,300,0.14,0.86,519.9256845162,649.5844180272,3.3859685155,3.5044643882
5600000.072,300,0.16,0.84,567.8575367099,618.1494418097,2.9316128859,2.2370940023
5600000.072,300,0.18,0.82,614.0720165652,585.3610663373,2.5795124351,0.9243365495
5600000.072,300,0.2,0.8,655.2305366285,558.5093050979,1.8949900789,2.6015973438
5600000.072,300,0.22,0.78,695.2580968968,531.2320230660,0.9149687405,0.9088121437
5600000.072,300,0.24,0.76,731.2515306584,507.2039694551,2.0517736827,1.3526227741
5600000.072,300,0.26,0.74,764.9328227594,482.5504148258,0.8498838071,2.1449798594
5600000.072,300,0.28,0.72,798.0535866258,460.8510017584,1.7459613203,2.8607856923
5600000.072,300,0.3,0.7,829.3208820396,439.1394838955,2.2424950498,1.4547679831
5600000.072,300,0.32,0.68,857.5001305736,418.7670785117,1.6198626631,1.4654506072
5600000.072,300,0.34,0.66,885.3505886943,399.9743402761,1.8058427054,1.2892427935
5600000.072,300,0.36,0.64,911.7065400036,381.0022467235,1.2963015550,1.4626051792
5600000.072,300,0.38,0.62,935.4607655559,363.5920873997,0.9702735262,2.4315681908
5600000.072,300,0.4,0.6,959.5388162923,346.0772449737,0.3458980344,1.0685327381
5600000.072,300,0.42,0.58,982.5456256444,329.6596961945,1.4830969724,1.2850461045
5600000.072,300,0.44,0.56,1004.2181721347,314.1291397231,1.7892969909,0.4277223613
5600000.072,300,0.46,0.54,1025.7422772690,299.3588302120,0.7845606797,1.3074017127
5600000.072,300,0.48,0.52,1045.2086883822,284.2044402168,2.5896232801,1.2401379177
5600000.072,300,0.5,0.5,1064.4868277775,270.0980068695,2.7709513934,1.0604049190
5600000.072,300,0.52,0.48,1083.5375162705,256.3338327173,1.6129404074,1.3220439339
5600000.072,300,0.54,0.46,1101.1178186549,243.2909242742,1.5541290270,1.9478300448
5600000.072,300,0.56,0.44,1119.1065179118,230.1151055234,1.0567269490,1.7336021484
5600000.072,300,0.58,0.42,1135.9419002768,217.1704727801,1.7925047687,1.1455740965
5600000.072,300,0.6,0.4,1152.6917070549,205.1159148248,1.6082551640,1.1793117519
5600000.072,300,0.62,0.38,1167.2265875585,193.1411376887,1.3235749201,1.9121210835
5600000.072,300,0.64,0.36,1183.7592537460,180.8890585647,1.0776806240,2.1224505592
5600000.072,300,0.66,0.34,1198.5357211319,169.6741993601,2.4720459971,1.3151448616
5600000.072,300,0.68,0.32,1212.9986193805,158.6265387250,1.2205714110,1.2992910077
5600000.072,300,0.7,0.3,1227.7097790817,147.7080824947,3.4590389996,0.9643458645
5600000.072,300,0.72,0.28,1240.0968317341,136.6705351651,2.1520540640,1.2903409829
5600000.072,300,0.74,0.26,1254.9906738789,125.8749971582,1.9847163236,1.2279702661
5600000.072,300,0.76,0.24,1267.9304677674,115.6519172675,2.3676703774,1.4813822260
5600000.072,300,0.78,0.22,1280.3840219302,105.3602435360,1.7238221637,1.0506288537
5600000.072,300,0.8,0.2,1293.1026325006,95.1843013467,1.9530596779,0.3275173307
5600000.072,300,0.82,0.18,1306.3412083688,85.2188683040,2.0247471426,0.3931735941
5600000.072,300,0.84,0.16,1317.8308569185,75.4541601314,0.6723623036,0.5323528558
5600000.072,300,0.86,0.14,1329.2496627739,65.6552676008,2.5340594725,0.4688308806
5600000.072,300,0.88,0.12,1340.5696795640,56.0239199858,2.2344463312,0.4599292109
5600000.072,300,0.9,0.1,1352.1910287792,46.5238721692,3.7505010953,0.7030763074
5600000.072,300,0.92,0.08,1364.3248276178,37.1720604744,0.8713642810,0.2461162774
5600000.072,300,0.94,0.06,1375.6051768402,27.8315569791,2.5969558072,0.0822472110
5600000.072,300,0.96,0.04,1386.9397637286,18.5737955620,3.3315282825,0.2016219897
5600000.072,300,0.98,0.02,1396.9894687216,9.2848110459,3.0262636879,0.1448676098
6000000.07,300,0.02,0.98,102.3812593907,940.0355561212,0.8468861272,2.5492135051
6000000.07,300,0.04,0.96,192.3728614187,880.1674371030,1.5968838811,2.3907374076
6000000.07,300,0.06,0.94,270.0939444486,829.9557065214,2.6378545472,2.9192781534
6000000.07,300,0.08,0.92,342.6969616247,781.9882465784,0.9207493478,1.9263669844
6000000.07,300,0.1,0.9,405.8209766921,739.9815411900,1.0291854932,1.7381845661
6000000.07,300,0.12,0.88,463.6038975844,701.0856816468,1.0519638748,1.4722901680
6000000.07,300,0.14,0.86,517.2519222393,665.8970758964,2.0688485649,2.7373545531
6000000.07,300,0.16,0.84,565.9831220451,632.3922489255,1.5315041050,1.7412142479
6000000.07,300,0.18,0.82,611.9858063926,600.5881716918,2.5596892864,1.4192653020
6000000.07,300,0.2,0.8,654.3095002060,572.7544154151,2.1531682929,1.3734140404
6000000.07,300,0.22,0.78,692.5936952977,545.0180170211,1.8592597647,1.8018872712
6000000.07,300,0.24,0.76,729.0102588245,520.6338676893,3.2343147822,0.4228070256
6000000.07,300,0.26,0.74,764.0072552263,496.0143242450,1.3228629980,0.9486799667
6000000.07,300,0.28,0.72,796.0584327847,474.2788219162,1.9042492178,2.4586289667
6000000.07,300,0.3,0.7,828.4199778574,450.7091227059,2.0726940995,2.3604093149
6000000.07,300,0.32,0.68,856.3273597516,431.3922589492,1.8265858516,2.0274044490
6000000.07,300,0.34,0.66,883.7027024303,411.5220034278,1.3729211644,1.4040134991
6000000.07,300,0.36,0.64,910.0739835451,392.7127271668,3.3323423403,1.3855013449
6000000.07,300,0.38,0.62,935.0880477884,374.7545963945,1.5869549981,1.3572273561
6000000.07,300,0.4,0.6,959.2163748605,357.5220779746,1.1099365496,2.1879238603
6000000.07,300,0.42,0.58,982.1910865844,341.0107906292,1.8080819986,1.6485710884
6000000.07,300,0.44,0.56,1002.9024678338,325.4012152999,1.7006222714,1.5958853854
6000000.07,300,0.46,0.54,1025.2262733015,309.3875233659,1.0188905063,1.3826754120
6000000.07,300,0.48,0.52,1045.1851917245,294.6482291461,0.9842591246,2.3889687335
6000000.07,300,0.5,0.5,1065.2295229402,279.4116858611,2.0045242733,1.3023611374
6000000.07,300,0.52,0.48,1084.3381391054,265.8087704431,2.1878863450,2.6294825147
6000000.07,300,0.54,0.46,1102.9357979294,251.6659361230,0.8667653989,1.8250400469
6000000.07,300,0.56,0.44,1119.5135852966,238.6754298416,1.3604327589,1.6352345069
6000000.07,300,0.58,0.42,1136.9084106003,225.6052812794,2.2767637288,1.7334966846
6000000.07,300,0.6,0.4,1152.9355730587,212.7483779979,1.5942630878,0.6622481498
6000000.07,300,0.62,0.38,1169.0540360403,200.2960935230,2.0313428008,0.9418130657
6000000.07,300,0.64,0.36,1185.5025917903,188.5238942084,2.7398155000,0.8113893829
6000000.07,300,0.66,0.34,1200.5856552869,176.1027289287,2.6921450353,0.2437873587
6000000.07,300,0.68,0.32,1214.0465269015,165.3311061184,2.4823331977,1.8096921258
6000000.07,300,0.7,0.3,1229.4881721857,153.4788835423,1.4369398076,1.2204947827
6000000.07,300,0.72,0.28,1243.4999671656,142.3804312548,1.1235433652,1.2406050329
6000000.07,300,0.74,0.26,1257.6625911526,131.3457066458,0.3623193798,1.2611853618
6000000.07,300,0.76,0.24,1269.7978280083,120.9368813531,1.7930451162,0.8074612338
6000000.07,300,0.78,0.22,1283.6091416907,110.2455415640,3.5178495569,0.7461804592
6000000.07,300,0.8,0.2,1296.5558000762,99.4997734885,1.5778542727,0.7820641249
6000000.07,300,0.82,0.18,1308.7052814414,89.2629956105,4.1971606419,0.5393721111
6000000.07,300,0.84,0.16,1321.7492908752,79.1952519362,3.2444794848,0.8728313112
6000000.07,300,0.86,0.14,1333.0635284642,69.0229463807,2.0042957297,0.5381987095
6000000.07,300,0.88,0.12,1345.2123586518,58.9235293575,2.8805934608,0.4845655122
6000000.07,300,0.9,0.1,1357.7888768477,49.1894728128,3.7907965788,0.4054117835
6000000.07,300,0.92,0.08,1369.7485942132,39.4570614120,2.6197110778,0.2563550733
6000000.07,300,0.94,0.06,1380.3220359075,29.3939068232,3.0780423374,0.2628553537
6000000.07,300,0.96,0.04,1391.6136450756,19.6218561137,3.8806772340,0.1862614822
6000000.07,300,0.98,0.02,1403.8854392963,9.7967625022,0.8312569119,0.1004745975
6400000.068,300,0.02,0.98,101.4467110335,956.3632107757,1.0473355107,3.4075282621
6400000.068,300,0.04,0.96,190.4996948443,897.7561897823,1.4268577946,3.1052506563
6400000.068,300,0.06,0.94,269.2353939415,845.7403771108,1.5773150216,1.5192333406
6400000.068,300,0.08,0.92,340.5763747023,797.4046646995,1.9771521893,2.5050320132
6400000.068,300,0.1,0.9,403.7206576718,755.6301324050,3.1025406114,5.1855226515
6400000.068,300,0.12,0.88,461.9309409835,717.2222052176,1.8812590433,1.5122699376
6400000.068,300,0.14,0.86,514.9174234818,680.9675116021,2.6503616227,1.7411492133
6400000.068,300,0.16,0.84,563.5763154438,647.3066557227,3.5438097246,3.7199977142
6400000.068,300,0.18,0.82,609.1219002623,616.4192007038,1.7660272460,2.4421974793
6400000.068,300,0.2,0.8,651.5984037479,585.1557523818,1.8854601435,1.8185002579
6400000.068,300,0.22,0.78,690.7327111706,558.9523510019,1.8320298091,3.1726592254
6400000.068,300,0.24,0.76,727.1408636536,533.6144857901,0.7882800436,2.4052977702
6400000.068,300,0.26,0.74,761.6778573598,509.5413032851,2.3575647666,3.3419198320
6400000.068,300,0.28,0.72,793.8491771818,486.2618940408,1.1649314040,2.2296628354
6400000.068,300,0.3,0.7,825.8896645750,464.4949434881,1.2065574017,1.3536533180
6400000.068,300,0.32,0.68,855.0437259465,442.6275698897,1.0722524447,1.4530529627
6400000.068,300,0.34,0.66,881.4101232295,424.6807646342,0.8830474366,1.9220363307
6400000.068,300,0.36,0.64,908.6764207960,403.4540100605,2.6979014499,2.6712379665
6400000.068,300,0.38,0.62,933.5527881134,386.5535163091,1.3107581962,2.6198160280
6400000.068,300,0.4,0.6,957.6441337254,368.5574260065,2.2375831830,1.8737931488
6400000.068,300,0.42,0.58,980.9196894914,350.2482388488,1.6539319936,1.5565389843
6400000.068,300,0.44,0.56,1003.2866897385,334.0908652440,1.2452382182,2.0583071410
6400000.068,300,0.46,0.54,1024.5401220587,318.7576221337,1.2268137255,1.9075002916
6400000.068,300,0.48,0.52,1045.0934570829,303.3177737003,0.9337314292,2.7550827714
6400000.068,300,0.5,0.5,1064.2643421043,288.6574463865,1.0666803483,1.8434209687
6400000.068,300,0.52,0.48,1084.2894364489,274.4487024076,3.1534446238,0.8231754080
6400000.068,300,0.54,0.46,1102.1369387004,259.8302310174,2.4454073195,0.6547284299
6400000.068,300,0.56,0.44,1120.0323025041,246.7774517111,1.0753215133,1.6356849394
6400000.068,300,0.58,0.42,1136.2283912797,233.6661399174,2.3206490358,1.5859646919
6400000.068,300,0.6,0.4,1152.6657684813,220.6303315689,2.6855017216,2.0121004854
6400000.068,300,0.62,0.38,1169.4053192124,207.1401171651,1.5715391872,0.5468919915
6400000.068,300,0.64,0.36,1185.6688320000,195.1375111215,1.4214318813,1.2828071921
6400000.068,300,0.66,0.34,1201.4862067480,183.3658832780,0.8065164810,1.3279291615
6400000.068,300,0.68,0.32,1215.4388802301,171.2664042362,1.7896153833,2.1062485762
6400000.068,300,0.7,0.3,1230.3940958618,159.9121061003,0.9241351789,1.3427162391
6400000.068,300,0.72,0.28,1245.9904229536,148.3883754627,0.7618934294,0.8630762603
6400000.068,300,0.74,0.26,1257.9592568052,136.7423846592,1.5163034763,0.8948682949
6400000.068,300,0.76,0.24,1273.1684045608,125.9130779095,1.9947584233,0.7291697377
6400000.068,300,0.78,0.22,1286.2077743542,114.9794344036,2.1842863066,0.9741696691
6400000.068,300,0.8,0.2,1299.4296637970,104.3756855378,2.8713225546,1.0351598510
6400000.068,300,0.82,0.18,1312.8542865263,93.8394914746,1.2933571169,0.9969043838
6400000.068,300,0.84,0.16,1324.4823917090,82.9721905601,3.6853556237,0.8275262349
6400000.068,300,0.86,0.14,1336.9370311678,72.5963200968,2.4142966496,0.6128954674
6400000.068,300,0.88,0.12,1349.5998846579,62.1047354086,0.5546018073,0.3763939910
6400000.068,300,0.9,0.1,1361.7123031659,52.1614511977,2.5137177551,0.4560321604
6400000.068,300,0.92,0.08,1372.9663610935,41.5291980495,2.1385790808,0.4379256385
6400000.068,300,0.94,0.06,1384.9754051606,31.3129931286,2.6700031350,0.2814389866
6400000.068,300,0.96,0.04,1395.2760577136,21.0063052945,2.4539054661,0.2094817904
6400000.068,300,0.98,0.02,1407.9554619672,10.5600919426,5.4859951781,0.1338467854
6800000.066,300,0.02,0.98,100.3040029098,973.0093479669,0.4424547145,1.2392373247
6800000.066,300,0.04,0.96,188.9141045688,912.8577793178,1.5724439319,2.2287337286
6800000.066,300,0.06,0.94,267.8677853610,859.7684323404,1.5076263210,1.5810764032
6800000.066,300,0.08,0.92,337.6296876221,814.0492086987,2.1498739661,2.1219183232
6800000.066,300,0.1,0.9,400.2432065990,771.0260122037,2.1295995068,3.2836037032
6800000.066,300,0.12,0.88,458.9168841562,730.8477716691,2.0382753365,3.7511790581
6800000.066,300,0.14,0.86,512.0456489558,694.7577482968,2.6508559023,2.6330181423
6800000.066,300,0.16,0.84,560.9646049639,660.5693207528,1.7911826173,1.3824336612
6800000.066,300,0.18,0.82,606.2440752112,628.4280756113,1.0270947198,2.3210973845
6800000.066,300,0.2,0.8,648.4718831260,599.7127300257,1.4338374905,0.8514366803
6800000.066,300,0.22,0.78,688.3209664726,570.8746047551,1.8836026630,3.0814448477
6800000.066,300,0.24,0.76,724.5445915088,546.6289072682,1.1586649379,2.1847981062
6800000.066,300,0.26,0.74,759.6965139099,521.3182129064,1.1725361608,2.8402453442
6800000.066,300,0.28,0.72,791.7215358356,498.6648761515,2.5283360575,2.8308744279
6800000.066,300,0.3,0.7,822.6668239360,476.2650474089,1.5321346730,2.6454095980
6800000.066,300,0.32,0.68,851.4232599976,455.3337779923,1.5992428558,1.0525172219
6800000.066,300,0.34,0.66,880.2339337252,433.9736801783,0.9816394391,1.4798457052
6800000.066,300,0.36,0.64,906.0334537922,414.7390736153,1.8358563348,1.5951941154
6800000.066,300,0.38,0.62,931.7760229533,396.8923796939,1.0095162166,2.3367791722
6800000.066,300,0.4,0.6,956.1779531387,378.4262284932,1.7410709019,1.1675916425
6800000.066,300,0.42,0.58,978.6576342396,361.4014657686,0.5616304665,2.1408051781
6800000.066,300,0.44,0.56,1001.2331469745,345.1623718065,0.3980177386,2.7817915366
6800000.066,300,0.46,0.54,1022.6898280968,328.7574992938,2.2449856888,0.9460057449
6800000.066,300,0.48,0.52,1044.4203022593,313.4676706645,2.1738426979,1.3629391319
6800000.066,300,0.5,0.5,1063.6235291005,298.3363646355,1.2488481571,3.3021663949
6800000.066,300,0.52,0.48,1082.2734449253,282.2361554510,2.4888039286,0.6536567128
6800000.066,300,0.54,0.46,1101.6154268558,269.4377153876,3.4678885046,1.2066926356
6800000.066,300,0.56,0.44,1118.7797624285,254.9307328002,2.3202002655,2.2395151219
6800000.066,300,0.58,0.42,1136.0980472341,241.1424356436,1.9068762300,1.3345341896
6800000.066,300,0.6,0.4,1153.5042681454,228.4591383341,1.8281181850,0.8488287333
6800000.066,300,0.62,0.38,1169.9457966040,215.5595478984,1.6860967841,1.2513356494
6800000.066,300,0.64,0.36,1185.6872548991,202.3958166257,0.9135257051,0.8251710555
6800000.066,300,0.66,0.34,1201.8335828546,190.0249754312,1.2255010182,0.7134526171
6800000.066,300,0.68,0.32,1216.3543273783,177.6822575384,1.7131565510,1.6474942775
6800000.066,300,0.7,0.3,1231.7962711188,165.7809577229,2.8394277385,2.2761528290
6800000.066,300,0.72,0.28,1245.6713730717,154.5325202660,2.0232145516,0.8281466019
6800000.066,300,0.74,0.26,1259.1306710072,143.0376922086,0.5366908701,0.8914468741
6800000.066,300,0.76,0.24,1273.8365127581,131.5969460914,3.7363886433,1.1079988603
6800000.066,300,0.78,0.22,1288.2975388712,120.4298826457,1.2820377889,0.5098771580
6800000.066,300,0.8,0.2,1299.6602620576,109.0820784988,2.2975784926,0.9554231051
6800000.066,300,0.82,0.18,1312.8311154574,98.3530043043,2.2471435964,1.0948764389
6800000.066,300,0.84,0.16,1326.5782610158,87.1684330643,2.4990204573,0.7217860725
6800000.066,300,0.86,0.14,1338.3234153685,76.2578388899,1.4452413196,0.5410082802
6800000.066,300,0.88,0.12,1350.9649156605,65.7942735995,1.8548294490,0.6750187036
6800000.066,300,0.9,0.1,1363.3891125674,55.0515706868,1.2787240187,0.3779802767
6800000.066,300,0.92,0.08,1375.5700132509,44.3332505381,2.2848377573,0.4985782750
6800000.066,300,0.94,0.06,1388.9875815565,33.5369852044,4.8571195816,0.2505148889
6800000.066,300,0.96,0.04,1400.1051635162,22.5458136148,2.1925447002,0.2307991747
6800000.066,300,0.98,0.02,1412.4925417575,11.5147602742,2.8132854123,0.0938517738
7200000.064,300,0.02,0.98,99.5786996150,986.5567614257,0.9803976321,1.8701485596
7200000.064,300,0.04,0.96,187.7564464932,926.9493544183,1.4061951573,2.0044986375
7200000.064,300,0.06,0.94,264.9087801716,875.1824433563,2.0741510113,2.9648131778
7200000.064,300,0.08,0.92,335.9229240519,826.9968892875,1.1957980580,0.5025825627
7200000.064,300,0.1,0.9,398.7384437406,783.8549826739,1.1438029452,1.9190376732
7200000.064,300,0.12,0.88,456.4253702046,744.6079628414,2.9436327010,3.6330946617
7200000.064,300,0.14,0.86,509.1742000185,707.8482100565,2.9725215998,4.2613009479
7200000.064,300,0.16,0.84,558.0211195068,673.5142825248,2.0241934670,2.0888532480
7200000.064,300,0.18,0.82,602.9717722085,642.5679486725,2.7223659560,2.0598853871
7200000.064,300,0.2,0.8,644.7152125332,612.1078847149,3.7483239810,1.8629358056
7200000.064,300,0.22,0.78,684.4552236351,585.4439989059,0.6782308004,1.2803202097
7200000.064,300,0.24,0.76,721.6790845670,558.7732727618,1.3446989262,2.3956465283
7200000.064,300,0.26,0.74,755.9999144489,532.4952338019,1.5812142800,2.2553530984
7200000.064,300,0.28,0.72,788.7795155280,510.4201737774,1.6299062256,2.8992394109
7200000.064,300,0.3,0.7,819.8204996004,486.7396091873,1.4738838993,2.3559120538
7200000.064,300,0.32,0.68,848.5972578290,465.2876950278,1.2972356379,2.3574010619
7200000.064,300,0.34,0.66,877.1002230175,445.1802097597,3.7607348081,3.7023316475
7200000.064,300,0.36,0.64,903.2153200193,426.4277169384,2.3379991737,1.8419894994
7200000.064,300,0.38,0.62,929.2835051029,406.8889665663,1.3903483517,0.8631672637
7200000.064,300,0.4,0.6,953.3446252223,388.3896354112,1.9214888055,3.6071181955
7200000.064,300,0.42,0.58,977.2876651404,372.7076910688,1.4052881352,1.8211849735
7200000.064,300,0.44,0.56,998.8519262255,354.4093618606,1.4762107875,1.5779072935
