Pressure(Pa),Temperature(K),H2S_mole_frac,CO2_mole_frac,H2S_uptake,CO2_uptake,H2S_Error,CO2_Error
2000000.08,340.,0.212,0.788,194.1060156163,337.8909837052,3.8234879982,6.2047666874
2000000.08,340.,0.308,0.692,271.3359739307,270.0007293835,3.6830761227,2.8563293763
2000000.08,340.,0.404,0.596,339.6795898433,206.4850095198,2.5071394295,2.2877950549
2000000.08,340.,0.5,0.5,396.4124360021,154.4882333031,7.9638990631,4.7607797178
2000000.08,340.,0.596,0.404,443.7594180805,111.1223223732,3.0350965287,2.6624107247
2000000.08,340.,0.692,0.308,481.7359243536,76.1024059841,1.2873621003,1.4085370394
2000000.08,340.,0.788,0.212,512.7120302499,46.5440428105,4.8276658428,1.0720378143
2000000.08,340.,0.884,0.116,539.1542865480,23.3237582244,2.8294468557,0.9602528363
2000000.08,340.,0.98,0.02,561.9249285157,3.7234143138,5.2074813221,0.2235667237
2000000.08,360.,0.02,0.98,14.5398822446,394.6816444852,0.3258415190,2.1583719507
2000000.08,360.,0.116,0.884,81.1967605153,342.6465884778,0.8064171925,4.5269001476
2000000.08,360.,0.212,0.788,146.9198726323,293.6830083073,1.7442302758,3.4962417206
2000000.08,360.,0.308,0.692,210.4752054121,245.0326677537,4.8431978924,3.0084820931
2000000.08,360.,0.404,0.596,270.3701664369,197.7851314989,3.7731288266,2.8642680197
2000000.08,360.,0.5,0.5,326.8786529502,152.5977935718,6.7909208797,4.0780402801
2000000.08,360.,0.596,0.404,378.2565901755,112.7488043083,5.0625258747,2.4421319673
2000000.08,360.,0.692,0.308,419.5426998508,78.6538767792,2.4384130682,0.8747591402
2000000.08,360.,0.788,0.212,457.2915439718,49.2132626053,7.0841471871,1.9046621199
2000000.08,360.,0.884,0.116,484.8965636316,25.0019769788,4.5596944368,0.4185658165
2000000.08,360.,0.98,0.02,511.9887110545,3.9883722945,2.9248589659,0.1423417100
2000000.08,380.,0.02,0.98,10.5299366605,310.6273166741,0.0410430999,2.7847993855
2000000.08,380.,0.116,0.884,58.7239765299,275.2939788165,0.0899313804,2.5468473721
2000000.08,380.,0.212,0.788,106.1998266289,241.3174367681,0.4013824286,2.9633403485
2000000.08,380.,0.308,0.692,155.0231696568,207.3308019483,3.0034640022,1.3188021116
2000000.08,380.,0.404,0.596,203.7312060207,173.5954862290,2.6512586619,1.6938927137
2000000.08,380.,0.5,0.5,251.3730246392,140.2166908400,3.1489011239,2.5911271839
2000000.08,380.,0.596,0.404,297.0631321666,108.3799981801,4.5852336685,0.6269658742
2000000.08,380.,0.692,0.308,342.0800904915,77.7409810598,4.8581262012,0.8436761601
2000000.08,380.,0.788,0.212,381.5170775763,50.3029182130,2.6070316552,0.7490596441
2000000.08,380.,0.884,0.116,418.0376703339,25.5297107193,2.8927352983,0.5223863259
2000000.08,380.,0.98,0.02,449.2199369568,4.1840447635,7.7823030902,0.1795258915
2000000.08,400.,0.02,0.98,7.9238374145,243.7906203905,0.1924569779,2.2620958229
2000000.08,400.,0.116,0.884,43.6654602285,217.5275016160,0.9381615944,2.7901105161
2000000.08,400.,0.212,0.788,78.4470373685,190.8935871500,0.4553864550,1.4265454058
2000000.08,400.,0.308,0.692,113.6470491121,166.0295447137,1.4288177903,2.6985426854
2000000.08,400.,0.404,0.596,149.0379035733,141.5963999681,1.0251822970,2.3920268027
2000000.08,400.,0.5,0.5,185.6931964375,117.1365230172,2.4047361263,1.2948075324
2000000.08,400.,0.596,0.404,222.0780350971,93.1137267160,3.5421479229,0.8944969923
2000000.08,400.,0.692,0.308,259.0303427504,69.6678550502,3.4968340306,1.0189399647
2000000.08,400.,0.788,0.212,294.1877732396,46.7821776600,1.8363073653,0.4524716065
2000000.08,400.,0.884,0.116,329.5687201812,24.8416746726,4.6890874271,0.3028749277
2000000.08,400.,0.98,0.02,365.5904939211,4.1834992083,2.4540853404,0.1192745012
2500000.075,200.,0.02,0.98,38.4414570324,867.3801391151,9.1802765821,9.4277271894
2500000.075,200.,0.116,0.884,152.4798180348,715.3751822058,14.5716031499,16.8113253326
2500000.075,200.,0.212,0.788,245.8671841308,604.7395860065,28.5382522898,38.8727612501
2500000.075,200.,0.308,0.692,329.5749738638,494.6416344675,31.4270040998,35.8011586116
2500000.075,200.,0.404,0.596,409.1707916409,399.1859301574,27.8012229245,28.5456689570
2500000.075,200.,0.5,0.5,476.2945178555,318.8212831629,36.7700246051,37.1482453261
2500000.075,200.,0.596,0.404,511.9691068136,260.5416203609,12.6926184404,13.9267150074
2500000.075,200.,0.692,0.308,544.6168431410,223.0045122291,22.0623587340,31.2350269268
2500000.075,200.,0.788,0.212,591.0226811255,161.5555373557,14.8767333542,19.7064432360
2500000.075,200.,0.884,0.116,626.2291573499,111.6072300297,10.9209413677,13.2310950959
2500000.075,200.,0.98,0.02,685.4205439524,23.8596752932,15.0936899257,5.0801352298
2500000.075,220.,0.02,0.98,34.8609075628,836.8419587829,2.8930458922,9.1468085319
2500000.075,220.,0.116,0.884,143.1928886181,703.1789317646,3.6538723949,12.1688772731
2500000.075,220.,0.212,0.788,229.4648287375,591.4665914309,41.8843926647,48.5080880102
2500000.075,220.,0.308,0.692,328.0704362097,472.8713447059,16.3014204968,23.4979872084
2500000.075,220.,0.404,0.596,404.2428195085,375.8107078914,19.8066208207,21.0454589223
2500000.075,220.,0.5,0.5,455.6380421935,309.5712127119,8.4189962686,9.7305257070
2500000.075,220.,0.596,0.404,498.3417703618,256.6819990961,13.1193234259,15.8794357160
2500000.075,220.,0.692,0.308,549.0971499738,194.1073619710,8.5420123136,8.6684461680
2500000.075,220.,0.788,0.212,587.2746172823,148.8377361330,21.1410382821,26.0878458181
2500000.075,220.,0.884,0.116,619.6121990606,96.3397765292,10.2062976870,11.3235274579
2500000.075,220.,0.98,0.02,677.1405276957,15.2078970566,7.1395373908,4.8227162716
2500000.075,240.,0.02,0.98,30.6849934593,811.6420361885,1.4677010635,7.6642160684
2500000.075,240.,0.116,0.884,128.6014310588,691.4420388109,7.4031278314,8.0832006647
2500000.075,240.,0.212,0.788,215.1190917171,583.7331644659,13.7770728587,19.9463493109
2500000.075,240.,0.308,0.692,308.0397504013,473.2642353835,27.4736612429,35.4709718693
2500000.075,240.,0.404,0.596,386.2519584760,375.7745193958,9.3275793470,9.5210704553
2500000.075,240.,0.5,0.5,453.7376956189,295.0144357993,10.6918982741,10.1918169265
2500000.075,240.,0.596,0.404,496.5539900734,240.6972314193,15.6728171868,16.4186670068
2500000.075,240.,0.692,0.308,544.4203088696,179.1165958883,13.4474657531,16.9194700308
2500000.075,240.,0.788,0.212,578.2738816758,128.2765785702,8.2521051726,11.4040467639
2500000.075,240.,0.884,0.116,622.6901351433,70.4139927268,20.0420844574,20.6771893121
2500000.075,240.,0.98,0.02,662.0878434803,14.0218600283,3.5356946868,2.7115892067
2500000.075,260.,0.02,0.98,27.9382917546,783.4611089963,2.0016595989,7.5006442203
2500000.075,260.,0.116,0.884,124.5869181785,669.0338131561,10.0143406962,16.9201271007
2500000.075,260.,0.212,0.788,213.3005348785,560.8915861220,9.5337513993,13.1351314898
2500000.075,260.,0.308,0.692,300.6619508212,454.7827342844,10.7220364814,12.4377702882
2500000.075,260.,0.404,0.596,364.1083711517,375.2216901155,13.1645527034,12.9761178760
2500000.075,260.,0.5,0.5,435.8798483067,294.0754443557,12.5731212502,16.5875728119
2500000.075,260.,0.596,0.404,489.4240892811,224.1033513496,11.0773809487,12.5784164328
2500000.075,260.,0.692,0.308,534.8625036516,165.1076473333,12.8683356033,10.9931372081
2500000.075,260.,0.788,0.212,575.7407186378,107.4960168869,6.3415462956,13.6649445020
2500000.075,260.,0.884,0.116,611.8867931021,61.3418642004,6.8023809159,6.0614280014
2500000.075,260.,0.98,0.02,651.0600715275,10.2960816419,6.6561014922,0.9707097523
2500000.075,280.,0.02,0.98,33.4588881432,722.9932242437,1.0907310324,2.3474826905
2500000.075,280.,0.116,0.884,161.4112010043,577.5389306023,3.4132264588,3.4621869765
2500000.075,280.,0.212,0.788,259.1534489511,463.4673367595,15.5244089802,18.9702856063
2500000.075,280.,0.308,0.692,346.5063626962,362.7509344774,10.4754621935,11.4430433761
2500000.075,280.,0.404,0.596,419.3525597941,276.9748344210,10.8913707930,11.7222837840
2500000.075,280.,0.5,0.5,476.0985457129,208.8131663820,12.0178639696,15.8939436200
2500000.075,280.,0.596,0.404,524.1681443258,149.9004776836,7.9898385340,8.6153132663
2500000.075,280.,0.692,0.308,556.2221321394,110.0800391429,9.1917495508,7.2343168250
2500000.075,280.,0.788,0.212,587.2159450919,70.8266143180,3.6774329098,1.4752780189
2500000.075,280.,0.884,0.116,613.9614698617,35.7923316417,4.6700604458,5.0267183510
2500000.075,280.,0.98,0.02,636.7966863719,6.5142019947,4.2737937077,0.5411690760
2500000.075,300.,0.02,0.98,36.2315883035,658.2230001727,1.9320615767,4.3393163563
2500000.075,300.,0.116,0.884,180.9814330835,504.7274045757,5.3579922816,5.3972364456
2500000.075,300.,0.212,0.788,294.7318436233,378.9153716703,4.9186177475,3.4253715009
2500000.075,300.,0.308,0.692,387.7779272895,275.9852881944,9.6092845557,12.9415274504
2500000.075,300.,0.404,0.596,448.9447046575,208.0314766908,5.2706291602,6.3210935093
2500000.075,300.,0.5,0.5,495.7729121469,154.9011276718,3.7648245076,1.6906173762
2500000.075,300.,0.596,0.404,534.4984550066,111.3303607602,9.6851476513,8.6394068868
2500000.075,300.,0.692,0.308,561.6057799063,78.2620772120,2.8731583420,3.9986807090
2500000.075,300.,0.788,0.212,587.1259342225,49.1134260017,5.2272231084,2.8550942542
2500000.075,300.,0.884,0.116,607.0917644240,25.6410949082,3.1314070297,1.3122092962
2500000.075,300.,0.98,0.02,626.0384551646,4.1043937027,3.6777353907,0.5738023158
2500000.075,320.,0.02,0.98,28.4723140865,596.0392533562,0.6526821878,2.0600494011
2500000.075,320.,0.116,0.884,148.4469657034,476.6938682163,1.9813015292,3.0032191934
2500000.075,320.,0.212,0.788,250.9630219672,371.8110607892,7.8519832614,7.4257523301
2500000.075,320.,0.308,0.692,337.7438291561,283.8510122981,4.2120570310,3.8924203541
2500000.075,320.,0.404,0.596,408.3989185729,207.3305291707,10.2568205888,8.3955403572
2500000.075,320.,0.5,0.5,464.9069834896,151.3657480540,7.2374156367,4.8482109755
2500000.075,320.,0.596,0.404,504.6186407450,108.1936001498,4.9394266896,1.7329642350
2500000.075,320.,0.692,0.308,538.5531600941,72.3342561430,5.5232994637,2.1387641460
2500000.075,320.,0.788,0.212,565.8903956608,44.8245437119,4.5115231573,2.5510068969
2500000.075,320.,0.884,0.116,586.0811476365,22.6619088278,3.9075337253,2.5420054486
2500000.075,320.,0.98,0.02,603.0438048818,3.6973185895,3.7695756781,0.1587104197
2500000.075,340.,0.02,0.98,21.6531299721,517.9813956448,0.4376948179,2.3426436496
2500000.075,340.,0.116,0.884,117.7642910253,432.8339570430,4.1408144153,1.6881702341
2500000.075,340.,0.212,0.788,204.4706161521,352.5785120165,2.2011060127,3.7629188175
2500000.075,340.,0.308,0.692,283.2701082597,278.9598370555,1.9178159813,2.2557074907
2500000.075,340.,0.404,0.596,352.9482881396,211.4484708278,4.2741788849,2.5813901395
2500000.075,340.,0.5,0.5,411.7218725334,156.2379197900,4.1240530794,5.3152293457
2500000.075,340.,0.596,0.404,457.0637412876,112.2177972365,9.2203180999,5.7065941593
2500000.075,340.,0.692,0.308,495.8556856083,76.1098619053,3.5127894910,2.7717781493
2500000.075,340.,0.788,0.212,523.5631532366,48.9962225573,5.1431857809,1.4887822424
2500000.075,340.,0.884,0.116,552.0713030322,23.2582006733,2.0407569695,0.5266762239
2500000.075,340.,0.98,0.02,570.0594939531,3.8999923504,2.0554358596,0.2856766348
2500000.075,360.,0.02,0.98,16.3153659661,433.7843142202,0.2087910201,2.4258341867
2500000.075,360.,0.116,0.884,89.8533327822,374.3665323225,1.4186509834,2.2057185866
2500000.075,360.,0.212,0.788,161.2834572412,314.9472956109,2.7269424969,2.3038213268
2500000.075,360.,0.308,0.692,229.4348251144,258.5794401193,2.6298349322,1.7704148181
2500000.075,360.,0.404,0.596,290.0715150518,207.4874672197,3.8951085369,2.0787842161
2500000.075,360.,0.5,0.5,348.7952105173,156.9675998845,3.1335120514,2.2302719170
2500000.075,360.,0.596,0.404,397.7465081066,116.0119518759,5.7017938449,3.8075309378
2500000.075,360.,0.692,0.308,440.0303963495,79.5593165774,3.4062851552,2.1399416879
2500000.075,360.,0.788,0.212,476.5772686271,49.5930599579,3.6903566047,1.5740192402
2500000.075,360.,0.884,0.116,505.4285277710,25.1069963568,3.8146785195,1.0682794189
2500000.075,360.,0.98,0.02,530.2279627374,4.0789344595,4.1723834511,0.2727218318
2500000.075,380.,0.02,0.98,12.0812012687,352.6340677222,0.1907814448,1.9370230707
2500000.075,380.,0.116,0.884,66.9845993440,310.4204603234,1.0978742762,2.2881078828
2500000.075,380.,0.212,0.788,122.3400894829,268.8253306819,2.2360043825,2.0118107004
2500000.075,380.,0.308,0.692,176.0968853987,227.7871219847,1.5223286616,2.4103980510
2500000.075,380.,0.404,0.596,229.3840929929,187.9017623739,3.1269842274,1.5888266263
2500000.075,380.,0.5,0.5,280.8307504603,150.1056064429,3.3333337606,2.3153998877
2500000.075,380.,0.596,0.404,326.9579833729,114.2868153735,3.6926842056,1.4721882138
2500000.075,380.,0.692,0.308,371.2510603736,80.7899982072,3.9896306525,1.4955635882
2500000.075,380.,0.788,0.212,410.5293163469,51.8725714804,2.0409855184,0.7762433786
2500000.075,380.,0.884,0.116,443.0913280368,26.5989989325,2.4975381509,0.3902772997
2500000.075,380.,0.98,0.02,472.8493711536,4.2947015454,4.5162436106,0.2063497229
2500000.075,400.,0.02,0.98,9.1256687258,282.7924533374,0.2408201084,1.9365894801
2500000.075,400.,0.116,0.884,50.6643850173,250.2034400418,0.9339992391,3.9332762587
2500000.075,400.,0.212,0.788,91.5307952993,220.4752273459,1.1379567202,0.8314628529
2500000.075,400.,0.308,0.692,133.3031463610,189.9135881396,0.9217099735,1.2643126628
2500000.075,400.,0.404,0.596,173.3038080705,161.0643558142,1.3665852611,2.1694501713
2500000.075,400.,0.5,0.5,214.5932905184,132.0049028809,2.6476529667,1.6355292101
2500000.075,400.,0.596,0.404,255.1170833148,103.6690380089,2.4432930241,1.0157376586
2500000.075,400.,0.692,0.308,293.4970575129,76.4628361267,4.9188316453,0.6570035229
2500000.075,400.,0.788,0.212,333.1697873509,50.2860969274,4.1437653507,0.5048320166
2500000.075,400.,0.884,0.116,371.0513641279,26.2660284022,2.7829040154,0.3555257733
2500000.075,400.,0.98,0.02,402.2340523473,4.4117231381,5.5263546880,0.0836419152
3000000.07,200.,0.02,0.98,38.7296182933,860.7816488403,5.8797780477,12.2953646809
3000000.07,200.,0.116,0.884,155.5410307866,718.1013215942,22.8819007919,37.4025701936
3000000.07,200.,0.212,0.788,237.1023318096,613.7939839886,12.2845991016,27.9916368808
3000000.07,200.,0.308,0.692,341.6129614832,476.4202722781,15.7378270840,18.5280781004
3000000.07,200.,0.404,0.596,401.2657855402,411.5435740151,11.2177394158,24.8827961668
3000000.07,200.,0.5,0.5,451.4925533096,340.3874443498,33.9820206063,42.5358859047
3000000.07,200.,0.596,0.404,514.1612684862,262.3274953435,23.8976796860,35.1440697810
3000000.07,200.,0.692,0.308,554.1650921700,212.6032293574,9.1651855064,12.4264812004
3000000.07,200.,0.788,0.212,593.4599309420,165.0689129133,5.9420424131,9.0862008919
3000000.07,200.,0.884,0.116,631.3402429293,100.3442427025,8.4471406083,18.2867434079
3000000.07,200.,0.98,0.02,688.7758905833,16.8491999084,3.7809951924,3.8139136890
3000000.07,220.,0.02,0.98,32.2796122489,844.5881153695,2.1941707299,9.6037911027
3000000.07,220.,0.116,0.884,142.1261790100,703.2328508046,12.1117372827,16.2002933899
3000000.07,220.,0.212,0.788,229.5610230234,592.4951448550,17.0398110416,24.8875940312
3000000.07,220.,0.308,0.692,329.4328255510,467.4111553785,12.5341225131,13.1942361799
3000000.07,220.,0.404,0.596,400.1338689948,373.2602372809,14.0938865888,16.0654157910
3000000.07,220.,0.5,0.5,449.9885777843,316.6397897266,12.3964619057,15.7482648309
3000000.07,220.,0.596,0.404,504.0040232006,249.6983468425,19.6967878168,22.6425900993
3000000.07,220.,0.692,0.308,553.1906419464,188.0050541605,17.2542492805,24.7167433489
3000000.07,220.,0.788,0.212,590.3186148405,141.6556836344,25.6992619406,30.4619545891
3000000.07,220.,0.884,0.116,630.4848234728,79.3556426321,18.2088147690,14.1698964254
3000000.07,220.,0.98,0.02,674.0965301376,15.7631813354,6.0116519897,3.4541516816
3000000.07,240.,0.02,0.98,29.7909276498,813.9096364222,2.1611556992,4.5812195322
3000000.07,240.,0.116,0.884,139.4504460626,681.0374826078,10.1640427835,10.2675895367
3000000.07,240.,0.212,0.788,223.3672774321,576.8154334669,12.8569616596,18.0670615432
3000000.07,240.,0.308,0.692,301.2466350086,478.5014744815,9.9146600224,12.2517969071
3000000.07,240.,0.404,0.596,381.9130270290,381.2488022328,25.2056021895,27.2338580597
3000000.07,240.,0.5,0.5,443.9480122830,300.2779524733,29.3386678365,34.4334706148
3000000.07,240.,0.596,0.404,487.1367170480,250.3909291826,28.7949448544,32.6992190534
3000000.07,240.,0.692,0.308,541.5007525681,181.4046544425,7.4275520724,11.4719041281
3000000.07,240.,0.788,0.212,576.4383907081,133.4196184684,18.9622852938,24.6371833876
3000000.07,240.,0.884,0.116,620.6270522896,67.8823437711,5.5258433991,6.9520951638
3000000.07,240.,0.98,0.02,663.8584085751,12.3146359219,4.4256259137,3.8317214093
3000000.07,260.,0.02,0.98,27.4184631741,784.4861163116,1.9975902732,5.4567393193
3000000.07,260.,0.116,0.884,129.0875319131,665.0728095479,6.8808051815,9.4477949973
3000000.07,260.,0.212,0.788,217.3496186783,553.1070588189,10.4066236294,14.7981975575
3000000.07,260.,0.308,0.692,294.2365379105,461.9284164357,18.7973978546,23.1456732207
3000000.07,260.,0.404,0.596,369.9011081313,369.7808679980,26.4579719915,25.7704891765
3000000.07,260.,0.5,0.5,433.0073000235,293.0923538658,16.7299499920,18.3833727074
3000000.07,260.,0.596,0.404,487.3867940848,227.5402582518,10.3391813924,7.3752881329
3000000.07,260.,0.692,0.308,531.0198616428,166.7545875889,13.4521107948,16.0249873858
3000000.07,260.,0.788,0.212,570.0996158940,115.2877273336,9.9694278392,13.1052027284
3000000.07,260.,0.884,0.116,612.1230979840,60.9770696161,9.1084071903,5.1024335939
3000000.07,260.,0.98,0.02,648.5018937592,11.9625709592,5.7802112889,1.7425642632
3000000.07,280.,0.02,0.98,30.4553638565,735.5395392785,0.7562172174,3.0482418958
3000000.07,280.,0.116,0.884,147.0062296647,599.5172587510,5.2450047909,6.1158680530
3000000.07,280.,0.212,0.788,240.8241863988,488.0691489911,13.0354575200,13.0868621081
3000000.07,280.,0.308,0.692,327.5473051227,389.0172356572,10.3064961510,9.8158490071
3000000.07,280.,0.404,0.596,401.3968318098,302.3017804536,9.2182830718,9.3120015536
3000000.07,280.,0.5,0.5,460.2808745070,231.8103188869,8.3041273972,10.0431504023
3000000.07,280.,0.596,0.404,507.7673347866,172.0674770094,13.3952090403,11.6487992064
3000000.07,280.,0.692,0.308,548.6643108205,121.2578289314,7.6389116580,7.1874881604
3000000.07,280.,0.788,0.212,579.5798473418,82.3541049966,4.6759688608,6.8990864313
3000000.07,280.,0.884,0.116,611.0771871404,42.8630908773,7.3482734530,4.0305746560
3000000.07,280.,0.98,0.02,636.9370780323,7.1487736308,4.9916520202,0.4831217827
3000000.07,300.,0.02,0.98,37.1886828013,670.4007017367,0.7332083149,6.2397908235
3000000.07,300.,0.116,0.884,181.0726384765,513.9173730277,5.3087303028,5.2596968349
3000000.07,300.,0.212,0.788,297.9238215803,385.0646881548,5.5906467799,5.6371741499
3000000.07,300.,0.308,0.692,369.1749080260,302.7458623952,7.1831711457,5.1837860739
3000000.07,300.,0.404,0.596,429.4774124094,234.6613904186,6.1739505923,5.3578105268
3000000.07,300.,0.5,0.5,481.4067979585,175.5814890481,13.2684060415,14.4439736965
3000000.07,300.,0.596,0.404,524.4384579983,126.5160719049,4.2532013976,2.8766734775
3000000.07,300.,0.692,0.308,556.6751376623,87.0895242264,8.5739433613,7.4483337949
3000000.07,300.,0.788,0.212,584.0952872227,55.2090052980,6.6761410796,4.2565828901
3000000.07,300.,0.884,0.116,606.3153240598,29.2808574230,3.6312833688,2.2824740998
3000000.07,300.,0.98,0.02,624.6287767404,4.8324371315,5.3156639374,0.7262723537
3000000.07,320.,0.02,0.98,29.3456513975,612.5376612640,1.7851304101,3.3288103951
3000000.07,320.,0.116,0.884,152.1031214925,485.8612870529,4.4726538638,6.0318872891
3000000.07,320.,0.212,0.788,256.3683819579,378.1833275032,3.9252184403,5.0187965219
3000000.07,320.,0.308,0.692,345.7271116881,284.9333938363,5.2994158225,4.6274208736
3000000.07,320.,0.404,0.596,417.3368362894,208.5184756423,7.3710025853,6.4776606691
3000000.07,320.,0.5,0.5,469.1336297147,153.0625156855,9.5777030346,8.2519513037
3000000.07,320.,0.596,0.404,516.5268468845,103.9404517263,4.0580598577,3.1549201713
3000000.07,320.,0.692,0.308,546.4004777297,72.2070508530,2.0341033364,2.4180734856
3000000.07,320.,0.788,0.212,570.6283682688,44.7739889290,4.6238652080,2.3175541379
3000000.07,320.,0.884,0.116,591.9439399142,23.0226117481,2.2281829449,1.9086251281
3000000.07,320.,0.98,0.02,609.0513453178,3.7849711268,2.7435418097,0.2053778481
3000000.07,340.,0.02,0.98,22.9361888906,542.5667502942,0.4025994451,2.3476209548
3000000.07,340.,0.116,0.884,123.3208636552,448.6836998051,2.6645717549,4.7157343822
3000000.07,340.,0.212,0.788,213.0912824437,361.2321996963,2.4017553063,5.3519310481
3000000.07,340.,0.308,0.692,291.6472322615,285.1702557237,3.6628562426,2.7068971226
3000000.07,340.,0.404,0.596,364.5275084162,214.0266738282,5.7920211826,7.7566568722
3000000.07,340.,0.5,0.5,418.3712234931,160.3861397613,5.7597804416,3.8424088024
3000000.07,340.,0.596,0.404,467.1042745873,113.4889408777,3.0578584022,2.2310336103
3000000.07,340.,0.692,0.308,505.6831721040,75.9107342534,4.8208112761,4.3851757558
3000000.07,340.,0.788,0.212,534.3336107447,48.1931652869,1.0248487796,1.4546067516
3000000.07,340.,0.884,0.116,558.4466864824,23.7276509322,5.2694388137,1.2628594854
3000000.07,340.,0.98,0.02,580.4028741278,3.8186136981,7.1101795731,0.2305472686
3000000.07,360.,0.02,0.98,17.4467906488,464.6945632062,0.3238827733,3.1493719196
3000000.07,360.,0.116,0.884,96.5792737868,395.5990864980,2.2563756856,3.2271047499
3000000.07,360.,0.212,0.788,171.8333494731,330.4544297007,1.8071519494,1.6349163548
3000000.07,360.,0.308,0.692,242.0879924070,269.7198593758,2.2480450667,3.7982367773
3000000.07,360.,0.404,0.596,306.8138178191,212.7180687292,4.1966966915,3.0449003406
3000000.07,360.,0.5,0.5,363.4623446623,161.5728132707,3.7910790450,1.9316723095
3000000.07,360.,0.596,0.404,412.0238762154,118.6888094437,6.3088439985,2.8543328021
3000000.07,360.,0.692,0.308,453.9374621307,81.1871624006,5.6826548969,1.7671050267
3000000.07,360.,0.788,0.212,486.5854092564,50.6643485402,1.8670560671,0.4443579845
3000000.07,360.,0.884,0.116,517.7257270197,25.3758641499,4.1314504684,1.0397481160
3000000.07,360.,0.98,0.02,540.8596447054,4.0958466710,1.3113356567,0.2854790791
3000000.07,380.,0.02,0.98,13.3648925821,385.8754741240,0.1976386321,1.9279555968
3000000.07,380.,0.116,0.884,74.2839819606,337.1814891535,1.1878649654,2.1149414548
3000000.07,380.,0.212,0.788,134.0417835654,289.8733053444,2.0406835164,2.3046378920
3000000.07,380.,0.308,0.692,193.4768529899,243.3981843421,2.2435997605,2.0951257232
3000000.07,380.,0.404,0.596,247.7551638725,198.6803875998,2.8004897806,1.9104609380
3000000.07,380.,0.5,0.5,300.5606973765,156.6335382438,4.1986115150,2.4982941200
3000000.07,380.,0.596,0.404,350.7973726655,116.7266292021,5.9137724084,3.0112301592
3000000.07,380.,0.692,0.308,394.1056000603,82.3802007208,3.1743105256,1.3676248106
3000000.07,380.,0.788,0.212,431.3909690101,52.6983602178,2.7904759885,0.7495576973
3000000.07,380.,0.884,0.116,462.7718076211,26.7829419645,4.9394388324,0.4650683872
3000000.07,380.,0.98,0.02,492.8520207895,4.3280713391,3.9889844414,0.2012828478
3000000.07,400.,0.02,0.98,10.2948965683,316.0976896988,0.1539193876,1.9644945455
3000000.07,400.,0.116,0.884,57.0219208790,278.4335581288,0.7451819926,3.3414876083
3000000.07,400.,0.212,0.788,102.7152606469,242.6553199967,1.3584266846,1.5552878068
3000000.07,400.,0.308,0.692,149.1104884508,208.4414614317,1.6139624364,1.3109138632
3000000.07,400.,0.404,0.596,194.4743504931,174.7656112303,1.9896754786,1.6704203700
3000000.07,400.,0.5,0.5,239.8890149230,141.4988365112,1.5644296921,1.5160634774
3000000.07,400.,0.596,0.404,281.5363625994,110.3648189630,2.0960726608,1.0418045241
3000000.07,400.,0.692,0.308,324.6387805982,80.4183841827,5.0650086868,0.9094185910
3000000.07,400.,0.788,0.212,363.2892090010,52.1333468712,3.6788297334,0.8131982687
3000000.07,400.,0.884,0.116,396.9477933899,27.2359346412,6.3221809254,0.7004281160
3000000.07,400.,0.98,0.02,430.7479639628,4.4541855187,3.8692570492,0.1064393611
3500000.065,200.,0.02,0.98,41.7919553026,864.3096634628,6.7499058031,22.9451607157
3500000.065,200.,0.116,0.884,150.4808881271,720.4270234579,12.9000040193,13.2919068403
3500000.065,200.,0.212,0.788,247.8050528009,603.1387451662,22.8281919523,22.9938217724
3500000.065,200.,0.308,0.692,351.9226841979,460.0673457598,13.0305003596,16.2649598125
3500000.065,200.,0.404,0.596,402.4539149626,406.2681460524,34.1863939945,41.0170721213
3500000.065,200.,0.5,0.5,459.1415800215,328.5413494281,19.9450818022,27.5291375798
3500000.065,200.,0.596,0.404,521.3133030989,245.3210846085,13.1966951933,18.7102391740
3500000.065,200.,0.692,0.308,550.3355899212,214.8232753619,17.6191849272,21.2546490596
3500000.065,200.,0.788,0.212,592.6775179596,160.3399494202,7.5198063834,11.6263016899
3500000.065,200.,0.884,0.116,634.0452065727,98.6521122903,11.0134810697,24.0393731562
3500000.065,200.,0.98,0.02,689.1932711954,17.0755143950,5.3158559631,5.3606866982
3500000.065,220.,0.02,0.98,34.8467138114,845.7541487067,7.5637363685,11.8213390184
3500000.065,220.,0.116,0.884,136.7189921009,712.2039606912,9.6225723436,13.5650363244
3500000.065,220.,0.212,0.788,229.5823839166,596.2572026629,26.1305869073,33.0575790576
3500000.065,220.,0.308,0.692,305.7566644001,503.4654444472,23.2370703437,34.7325512502
3500000.065,220.,0.404,0.596,399.5231863517,382.3208182221,13.4294674318,13.9002865986
3500000.065,220.,0.5,0.5,459.9421216567,306.3789873217,11.0946491470,16.4581425640
3500000.065,220.,0.596,0.404,501.7677344195,248.6462436184,15.5853253499,14.0161386633
3500000.065,220.,0.692,0.308,542.8768437982,196.2816722637,11.0587365049,12.6145486826
3500000.065,220.,0.788,0.212,591.4378132225,139.1568589171,9.4896850935,12.3232138293
3500000.065,220.,0.884,0.116,633.9958797731,74.9225519149,6.9095271082,6.3684502007
3500000.065,220.,0.98,0.02,677.3902534020,15.9811306421,11.1442890594,3.9757027130
3500000.065,240.,0.02,0.98,29.7794040100,813.7659735500,5.9146245617,11.1952665605
3500000.065,240.,0.116,0.884,133.8963327461,686.2665383776,7.0501594987,16.2431905418
3500000.065,240.,0.212,0.788,217.2837090799,584.3838299806,22.1542582930,33.0886293239
