Pressure(Pa),Temperature(K),Xe_mole_frac,Kr_mole_frac,Xe_uptake,Kr_uptake,Xe_Error,Kr_Error
5000000.075,280.,0.5,0.5,1141.5432484248,295.2547850339,0.8856109953,2.0428337657
5000000.075,280.,0.596,0.404,1227.7686835203,229.2047002206,2.1918446662,0.6815962763
5000000.075,280.,0.692,0.308,1299.4252683483,168.3443689559,3.3565963240,1.1494894353
5000000.075,280.,0.788,0.212,1366.0775534722,115.0389020253,2.7979316735,1.4201636487
5000000.075,280.,0.884,0.116,1426.1588870311,62.5585873102,4.0621383168,0.5878461912
5000000.075,280.,0.98,0.02,1481.4591933987,11.3036103873,2.3967764303,0.1060768198
5000000.075,300.,0.02,0.98,103.5663211895,890.6433323139,0.7008022672,2.9417448069
5000000.075,300.,0.116,0.884,457.2060778585,665.7203528097,1.4253686004,0.9857861444
5000000.075,300.,0.212,0.788,680.9850440452,518.5442405748,0.8156675146,2.7967728750
5000000.075,300.,0.308,0.692,840.4737361183,410.7201256688,2.5987188513,1.4301240489
5000000.075,300.,0.404,0.596,963.5995868150,326.3335962613,1.5415255190,2.4393896162
5000000.075,300.,0.5,0.5,1062.9350716038,256.5826131057,2.5066024414,0.6686227243
5000000.075,300.,0.596,0.404,1144.8548391415,195.6415312527,0.9095363308,0.8769509895
5000000.075,300.,0.692,0.308,1216.3093418605,142.2172676171,2.0995211662,1.2989340621
5000000.075,300.,0.788,0.212,1277.8450534125,94.1407432939,1.2332741106,1.0133088572
5000000.075,300.,0.884,0.116,1335.1655296932,50.1494575567,2.8397254248,0.3879478287
5000000.075,300.,0.98,0.02,1385.2537293114,8.4572863598,1.8370950009,0.0598543345
5000000.075,320.,0.02,0.98,86.5144765439,773.6863830215,0.1962981659,1.5623826914
5000000.075,320.,0.116,0.884,397.3338808325,592.1151612200,1.6993237163,2.6035487526
5000000.075,320.,0.212,0.788,607.8169675239,465.9245561975,1.3048397305,1.5667663942
5000000.075,320.,0.308,0.692,764.2590167582,369.1326375742,1.9337055917,1.6625391093
5000000.075,320.,0.404,0.596,884.3739308535,292.1933281396,2.6120728815,1.3184606815
5000000.075,320.,0.5,0.5,983.1341545150,228.8122554788,2.4079187815,0.9048856773
5000000.075,320.,0.596,0.404,1064.7510159483,173.5218791706,1.2625529242,0.9593725266
5000000.075,320.,0.692,0.308,1135.1708246246,125.9163162454,0.9382031267,0.4645118487
5000000.075,320.,0.788,0.212,1197.2778902385,82.4978696052,1.5200053083,0.3947051241
5000000.075,320.,0.884,0.116,1252.9159949759,43.4824513956,2.4193313174,0.5603353161
5000000.075,320.,0.98,0.02,1304.1407165308,7.2950355059,2.4083162481,0.0847688378
5000000.075,340.,0.02,0.98,71.5533189167,669.3584239733,0.3860632992,0.3730709133
5000000.075,340.,0.116,0.884,341.4493053810,524.1628225208,0.6622439173,1.3017184271
5000000.075,340.,0.212,0.788,535.2923901138,418.0447737644,0.9225716665,1.0797482049
5000000.075,340.,0.308,0.692,684.5871684923,334.5809622628,0.7944808923,1.0112609405
5000000.075,340.,0.404,0.596,802.8110628946,265.6239948101,2.1412685695,0.8744390511
5000000.075,340.,0.5,0.5,900.2435626023,208.2106902119,1.6484967378,0.9685556322
5000000.075,340.,0.596,0.404,982.2318123155,158.0550157431,0.8847612599,0.4162710944
5000000.075,340.,0.692,0.308,1053.6059760005,114.4686432066,2.3020952169,0.6951416419
5000000.075,340.,0.788,0.212,1116.2906361280,75.2145232795,1.4962933362,0.4270907152
5000000.075,340.,0.884,0.116,1171.6314783000,39.3751332471,0.8269171816,0.1131066288
5000000.075,340.,0.98,0.02,1221.6353775540,6.5780125362,1.2424549532,0.0961248960
5000000.075,360.,0.02,0.98,58.7360549430,577.9746993705,0.3711293853,1.7471126222
5000000.075,360.,0.116,0.884,288.9451284105,463.5141087102,1.4301201763,1.0265979347
5000000.075,360.,0.212,0.788,464.5053986794,375.0819453909,1.2046030221,0.7675300785
5000000.075,360.,0.308,0.692,604.4351852905,303.5103594374,1.7096656259,0.7237835611
5000000.075,360.,0.404,0.596,718.4496778874,243.1816867210,1.7469128186,1.1024408434
5000000.075,360.,0.5,0.5,814.4585677427,190.9501870288,1.0349771708,0.9003402678
5000000.075,360.,0.596,0.404,896.3806144019,146.0332048095,1.2823839946,0.6974944095
5000000.075,360.,0.692,0.308,968.5571645278,105.7214998135,1.3018466612,0.5873116040
5000000.075,360.,0.788,0.212,1031.1331865290,69.4933709422,1.5778355208,0.2230465897
5000000.075,360.,0.884,0.116,1088.6381902565,36.3554630071,0.8499637012,0.1445724455
5000000.075,360.,0.98,0.02,1139.0149700724,6.0736806936,2.2018942475,0.0429279723
5000000.075,380.,0.02,0.98,48.2275953447,499.8235076889,0.3000913215,0.8959648704
5000000.075,380.,0.116,0.884,243.5619581335,408.7591141707,0.8019228217,1.0218169245
5000000.075,380.,0.212,0.788,399.3857685202,336.0655400949,0.9865599185,1.1568413347
5000000.075,380.,0.308,0.692,527.4544369045,274.8864665339,1.6474466634,0.7942792948
5000000.075,380.,0.404,0.596,635.4125167544,222.2257574636,0.6867874439,0.3374257613
5000000.075,380.,0.5,0.5,729.0517985276,175.7976499852,1.1265977554,0.6100119361
5000000.075,380.,0.596,0.404,810.9346388700,134.8451008395,0.9990830680,0.3093946064
5000000.075,380.,0.692,0.308,881.6412641381,97.9403156341,0.7396601551,0.3498244664
5000000.075,380.,0.788,0.212,944.7278093622,64.4589882446,1.5391163853,0.2456228177
5000000.075,380.,0.884,0.116,1001.4261939946,34.0029592188,1.0129982307,0.1885339898
5000000.075,380.,0.98,0.02,1052.5663709937,5.6570436781,0.9396315422,0.0607891143
5000000.075,400.,0.02,0.98,39.9299378961,435.0993395690,0.2367479931,1.0450868535
5000000.075,400.,0.116,0.884,205.5892429843,360.9637016423,0.7702879429,0.7971442165
5000000.075,400.,0.212,0.788,341.9790112101,300.3129790245,1.2028879406,0.9984790880
5000000.075,400.,0.308,0.692,458.4339817157,248.0689935562,0.8087072652,0.7890526801
5000000.075,400.,0.404,0.596,558.9956338880,202.0880015482,1.4657107611,0.3902741741
5000000.075,400.,0.5,0.5,646.5058966141,161.1263781353,1.2954619684,0.5208212554
5000000.075,400.,0.596,0.404,725.0778516822,124.3552998336,1.0216174685,0.2974712213
5000000.075,400.,0.692,0.308,794.7083246017,90.8010665945,1.0170285375,0.4503795184
5000000.075,400.,0.788,0.212,857.3544838548,60.0998072276,1.7393948976,0.2698575293
5000000.075,400.,0.884,0.116,914.3517589965,31.6562567273,1.8321567612,0.0898379669
5000000.075,400.,0.98,0.02,967.5894875111,5.2839077301,1.3216107738,0.0307620056
6000000.07,200.,0.02,0.98,102.6093343382,1481.4173202957,4.8621714892,2.9596154891
6000000.07,200.,0.116,0.884,424.1137487465,1246.9030481005,7.8870339407,5.4617213407
6000000.07,200.,0.212,0.788,630.5340571176,1095.5390403018,2.7896205599,3.8462466815
6000000.07,200.,0.308,0.692,790.0079620332,974.7691497106,5.9451483764,5.7684472462
6000000.07,200.,0.404,0.596,936.1240170537,865.3435478535,5.3724776353,8.7342452340
6000000.07,200.,0.5,0.5,1072.1102722389,763.2573138005,5.3681259393,2.6870897468
6000000.07,200.,0.596,0.404,1204.7879212713,659.4217722899,6.4257600620,6.5834357185
6000000.07,200.,0.692,0.308,1343.5400260962,550.6219831626,2.9668481765,5.9372615188
6000000.07,200.,0.788,0.212,1504.6897093821,418.4493233018,7.4620917214,6.8099147479
6000000.07,200.,0.884,0.116,1682.8765858181,260.6622582025,8.2982837541,7.0264010424
6000000.07,200.,0.98,0.02,1911.3271813626,56.7630917871,5.9789234431,0.7238007194
6000000.07,220.,0.02,0.98,163.8659620322,1370.9774093123,2.7660041982,2.5667032666
6000000.07,220.,0.116,0.884,482.4414610818,1144.7113170318,5.5695917876,2.5576442860
6000000.07,220.,0.212,0.788,650.8986049084,1019.6839499496,2.9620265765,2.7066480352
6000000.07,220.,0.308,0.692,795.9065998789,911.4533286510,2.9531822450,1.5281402445
6000000.07,220.,0.404,0.596,929.1547076040,809.3171341760,3.3620379283,3.8178134790
6000000.07,220.,0.5,0.5,1055.5007670970,709.8897470180,3.9962808287,1.0723087852
6000000.07,220.,0.596,0.404,1187.4170267438,601.3537350643,3.6121940497,4.6770222935
6000000.07,220.,0.692,0.308,1320.7404540090,489.2061474221,6.0630611935,4.2711258719
6000000.07,220.,0.788,0.212,1463.7957030784,366.9965654505,3.6574274163,3.3413000630
6000000.07,220.,0.884,0.116,1624.8484965669,220.7242433082,5.3898321743,1.5267853069
6000000.07,220.,0.98,0.02,1816.9873953074,45.0001225955,11.7846290155,1.0280300145
6000000.07,240.,0.02,0.98,153.4906953815,1283.1917355836,3.4065748068,2.1162551049
6000000.07,240.,0.116,0.884,592.4037027293,970.3363355172,5.8220686590,5.4296925799
6000000.07,240.,0.212,0.788,831.3067837325,796.8502165793,4.5821349115,0.8076590676
6000000.07,240.,0.308,0.692,975.7629328363,684.7045165232,4.8162012582,2.6883053369
6000000.07,240.,0.404,0.596,968.3131628620,692.5026023912,4.5860572053,3.9231777109
6000000.07,240.,0.5,0.5,1064.7361473935,612.1490479464,4.5247568538,2.5108037643
6000000.07,240.,0.596,0.404,1172.9188021114,522.4584188324,2.4872841021,3.4086850548
6000000.07,240.,0.692,0.308,1289.2359400291,421.2420675909,4.2658085388,2.9470589567
6000000.07,240.,0.788,0.212,1412.6182461629,308.4115374331,5.2297052242,4.5925369763
6000000.07,240.,0.884,0.116,1543.5985737000,182.2232702467,4.3247950685,1.7143501575
6000000.07,240.,0.98,0.02,1684.4771260455,34.8542778805,9.6958222823,0.4278783203
6000000.07,260.,0.02,0.98,135.4232307699,1178.2273136638,2.6693182555,2.8883876611
6000000.07,260.,0.116,0.884,550.2573191444,881.0457188070,2.1543936347,3.0922888020
6000000.07,260.,0.212,0.788,793.3741160046,702.0947609474,2.3764388806,2.3051358113
6000000.07,260.,0.308,0.692,961.9287736737,578.0137845255,2.9102582415,2.4845416110
6000000.07,260.,0.404,0.596,1090.8340967191,479.7941407788,3.2244836142,2.6789851298
6000000.07,260.,0.5,0.5,1191.5470120168,397.3099345265,3.8304669138,1.9409414981
6000000.07,260.,0.596,0.404,1247.5531406166,352.5674587789,2.9810988367,2.9453278129
6000000.07,260.,0.692,0.308,1270.6281879527,332.3916394295,3.4228818425,2.3297707932
6000000.07,260.,0.788,0.212,1364.3753210126,244.6360978097,4.5107699440,2.7029552389
6000000.07,260.,0.884,0.116,1466.0944684663,143.0024341778,4.7983309679,1.2144351754
6000000.07,260.,0.98,0.02,1572.3464087911,26.1449901138,11.9887160213,0.5348602478
6000000.07,280.,0.02,0.98,118.5056101029,1059.0425451714,0.9763506950,1.0276877047
6000000.07,280.,0.116,0.884,501.8320642717,792.4223205002,4.4944653768,3.4985759171
6000000.07,280.,0.212,0.788,738.1955527121,624.1318949461,2.9031763701,2.9520632097
6000000.07,280.,0.308,0.692,904.7594248564,502.1677684405,3.8100746102,2.6709649977
6000000.07,280.,0.404,0.596,1031.4733996823,405.1043491260,0.8243388972,2.1729119698
6000000.07,280.,0.5,0.5,1136.1809909784,324.1373118718,2.8173675766,3.7098918705
6000000.07,280.,0.596,0.404,1223.2598756899,255.5327169198,2.0958987700,0.8902088641
6000000.07,280.,0.692,0.308,1298.0072749025,192.1669008037,1.9749365625,1.1744855590
6000000.07,280.,0.788,0.212,1362.5422832567,134.3528737923,3.0538357677,0.6852847977
6000000.07,280.,0.884,0.116,1405.1219441240,98.7086670926,4.4421569004,1.1524323433
6000000.07,280.,0.98,0.02,1483.5191122766,19.0155599855,4.6859171553,0.2908531514
6000000.07,300.,0.02,0.98,102.1678630712,940.3808458445,1.1723878351,1.6525089977
6000000.07,300.,0.116,0.884,453.2281696829,708.5171775077,2.2677314379,3.0966312098
6000000.07,300.,0.212,0.788,676.1523025011,556.1633645677,2.7962858435,3.4744566372
6000000.07,300.,0.308,0.692,839.3156167919,443.0326389462,2.8465898147,1.5399154993
6000000.07,300.,0.404,0.596,963.6852980640,354.8853799113,1.8958713165,2.4411284452
6000000.07,300.,0.5,0.5,1065.7414570478,279.0826224516,0.4289012416,2.4579558699
6000000.07,300.,0.596,0.404,1150.4449544763,215.4151215836,1.4743902035,1.6549741442
6000000.07,300.,0.692,0.308,1224.0409360650,157.7725531985,1.6715992107,0.7519898621
6000000.07,300.,0.788,0.212,1289.9498748487,106.1504494321,1.8479249025,0.7477752416
6000000.07,300.,0.884,0.116,1346.7711421169,57.1029092424,1.5298031388,0.4016493301
6000000.07,300.,0.98,0.02,1403.5591450638,9.8926830488,3.3644868030,0.1804029587
6000000.07,320.,0.02,0.98,87.3490420101,826.8398040234,0.4045927688,1.3952814127
6000000.07,320.,0.116,0.884,401.5120803789,634.1364824129,0.9573592304,1.8936940297
6000000.07,320.,0.212,0.788,613.7236636922,500.2229139869,2.1124723661,1.8428694318
6000000.07,320.,0.308,0.692,770.4808828754,397.9633337214,1.9425805739,1.0166138463
6000000.07,320.,0.404,0.596,892.4017023275,316.2961925036,1.9159047659,0.6999338455
6000000.07,320.,0.5,0.5,992.8602785154,248.5443535494,2.4652618032,2.0190113257
6000000.07,320.,0.596,0.404,1076.5851645703,190.3461075155,1.4870238502,1.2219400239
6000000.07,320.,0.692,0.308,1149.3423209061,137.7332634733,3.5002190636,0.4254436906
6000000.07,320.,0.788,0.212,1213.2836723663,91.3379722859,2.9485778222,0.4092089899
6000000.07,320.,0.884,0.116,1271.7427055137,48.4206884217,1.7103542093,0.1997312884
6000000.07,320.,0.98,0.02,1323.5651266900,8.1538525602,1.7371962669,0.0616716825
6000000.07,340.,0.02,0.98,73.2888699625,723.8734526322,0.3690177298,0.3923597476
6000000.07,340.,0.116,0.884,349.4559135836,566.4459986666,1.7094802446,1.6252167737
6000000.07,340.,0.212,0.788,547.0669017225,451.9131255797,1.0438588099,0.6625540505
6000000.07,340.,0.308,0.692,697.7970925470,361.4735750222,1.4411325703,1.3790278616
6000000.07,340.,0.404,0.596,817.8919286669,288.0703205138,1.7525987790,1.7395490039
6000000.07,340.,0.5,0.5,916.8275632890,225.6146153062,1.4301418435,1.3545303362
6000000.07,340.,0.596,0.404,1001.6017406173,172.0996609499,2.2355933555,0.3794941122
6000000.07,340.,0.692,0.308,1073.4184608652,124.8653290692,1.6731989955,0.4278542180
6000000.07,340.,0.788,0.212,1137.3068498822,82.3259780463,2.5834753419,0.4901593987
6000000.07,340.,0.884,0.116,1195.1574389780,43.4335646465,1.1299036412,0.3840081688
6000000.07,340.,0.98,0.02,1246.0139196113,7.2442958053,2.5479478072,0.0590922237
6000000.07,360.,0.02,0.98,61.5141141622,632.0957247301,0.3790557014,1.4418751464
6000000.07,360.,0.116,0.884,301.9556564636,505.1215636563,0.8341235774,1.4772133104
6000000.07,360.,0.212,0.788,482.1557569185,408.3920739136,1.1085869727,1.0265236496
6000000.07,360.,0.308,0.692,624.8882389674,329.2420894100,1.7199769542,1.0514726795
6000000.07,360.,0.404,0.596,741.4382542673,263.8005346571,1.0013520014,1.0029653365
6000000.07,360.,0.5,0.5,839.2388049698,207.6738884244,2.2551867953,0.8152629556
6000000.07,360.,0.596,0.404,922.1460833080,158.7598646481,1.4850685807,0.4270793118
6000000.07,360.,0.692,0.308,994.4191705101,115.1596729030,1.1547378701,0.4684319717
6000000.07,360.,0.788,0.212,1059.8414625821,75.7982376434,1.5585996215,0.3495467082
6000000.07,360.,0.884,0.116,1117.5913090798,39.8523635090,0.5831608813,0.1592381834
6000000.07,360.,0.98,0.02,1169.4275135149,6.6523903566,1.8966821287,0.0579489467
6000000.07,380.,0.02,0.98,51.2622999278,552.6112911354,0.4534371356,0.7799891817
6000000.07,380.,0.116,0.884,257.8957875592,450.4122694818,1.5210769549,0.9037301979
6000000.07,380.,0.212,0.788,420.7102063290,368.4944776067,0.8701284762,0.8225838514
6000000.07,380.,0.308,0.692,553.2965548382,300.4602453772,1.2669102492,0.6295001052
6000000.07,380.,0.404,0.596,665.0941947603,242.2323174844,0.8795666152,0.4699878847
6000000.07,380.,0.5,0.5,759.6012791888,191.5823205746,1.9182011800,0.6535413545
6000000.07,380.,0.596,0.404,842.3508097582,147.1096484224,0.7602797533,0.3992316001
6000000.07,380.,0.692,0.308,914.6259590226,106.7620792899,1.3411603193,0.4826820363
6000000.07,380.,0.788,0.212,979.0044948307,70.4530612920,2.0321428227,0.3072594085
6000000.07,380.,0.884,0.116,1037.7457863267,37.1239356868,0.8640342986,0.2403314782
6000000.07,380.,0.98,0.02,1090.4875074520,6.1838360639,1.9527133692,0.0546599515
6000000.07,400.,0.02,0.98,42.8440389649,484.9204783604,0.1218549365,1.0623730815
6000000.07,400.,0.116,0.884,219.9802403752,400.5510411319,0.6152025677,0.5049680623
6000000.07,400.,0.212,0.788,364.8980472509,331.9501867174,0.8011643030,1.1629958347
6000000.07,400.,0.308,0.692,487.0221426376,273.5516141116,2.8807188564,0.3211847155
6000000.07,400.,0.404,0.596,591.9673052209,222.3067504941,1.2905013411,0.2621153302
6000000.07,400.,0.5,0.5,683.0338386394,177.0181216150,0.6877916531,0.1276162687
6000000.07,400.,0.596,0.404,762.3699777304,136.2862468734,0.7090145273,0.2763250601
6000000.07,400.,0.692,0.308,833.8514500541,99.3252670167,0.7545419505,0.1162387492
6000000.07,400.,0.788,0.212,898.2442846366,65.7114276174,1.2993411341,0.3246484276
6000000.07,400.,0.884,0.116,956.6222190428,34.7136613725,0.6558348747,0.2086375957
6000000.07,400.,0.98,0.02,1009.9014601282,5.7836678045,2.9241437237,0.0461580189
7000000.065,200.,0.02,0.98,98.4678720603,1487.8935936712,7.3233834217,7.3405945061
7000000.065,200.,0.116,0.884,422.0356240288,1250.5345213713,5.1954078916,7.4467938191
7000000.065,200.,0.212,0.788,622.6959411139,1101.9711372350,4.3593968599,3.3161941688
7000000.065,200.,0.308,0.692,790.5927195002,977.7734595019,5.1880796877,7.5374137631
7000000.065,200.,0.404,0.596,932.7478783594,871.5824702613,6.3960746015,2.7043497437
7000000.065,200.,0.5,0.5,1072.0448560245,764.4588056651,8.0382503435,1.2758238409
7000000.065,200.,0.596,0.404,1208.4205425351,657.9851633896,6.3665119868,4.5739602007
7000000.065,200.,0.692,0.308,1345.7282812222,550.0684874941,4.4555001456,8.1520839669
7000000.065,200.,0.788,0.212,1503.6388986944,418.5494692704,4.7194172776,4.7173412688
7000000.065,200.,0.884,0.116,1684.7810089163,262.2574070203,2.3923422027,5.8215292823
7000000.065,200.,0.98,0.02,1911.1119400399,56.3330684957,6.2484294325,1.4876084304
7000000.065,220.,0.02,0.98,125.7669998298,1404.7052658407,5.5050425385,4.3551015523
7000000.065,220.,0.116,0.884,448.2478278872,1173.2496624539,4.9672463275,3.2754254205
7000000.065,220.,0.212,0.788,637.0616511087,1034.2003185157,4.8620272446,4.9175554021
7000000.065,220.,0.308,0.692,789.9765427149,919.2447300396,3.7520316027,2.4350711635
7000000.065,220.,0.404,0.596,925.6753843956,816.0512448899,3.2928709118,5.1671749003
7000000.065,220.,0.5,0.5,1052.8056244896,714.3855961976,3.5151304222,8.2913101986
7000000.065,220.,0.596,0.404,1184.3424375339,608.0303003773,4.4915435000,3.1358835969
7000000.065,220.,0.692,0.308,1319.3994351797,495.7520363595,4.5624906282,2.8720880735
7000000.065,220.,0.788,0.212,1466.2202271364,367.5674996441,3.8755562083,5.3506967270
7000000.065,220.,0.884,0.116,1625.4033269976,222.8515009242,7.2330096030,1.8564953142
7000000.065,220.,0.98,0.02,1818.9929137250,45.4641224373,13.2180201829,0.9434300789
7000000.065,240.,0.02,0.98,141.5968554813,1308.8106952729,5.7347973188,4.3552715623
7000000.065,240.,0.116,0.884,550.5970439145,1013.4243333636,2.3342282824,2.2710486293
7000000.065,240.,0.212,0.788,764.8710422865,857.0247306561,3.3647527169,1.5142747872
7000000.065,240.,0.308,0.692,847.8877998553,793.9184836087,1.9436744640,3.9617724307
7000000.065,240.,0.404,0.596,946.6110963214,715.5649565479,4.6895928004,4.9665204861
7000000.065,240.,0.5,0.5,1054.7829252120,626.9360859731,2.0068494973,5.1002620897
7000000.065,240.,0.596,0.404,1169.7741027820,531.2760956045,7.0719167423,3.2890511282
7000000.065,240.,0.692,0.308,1288.3181866270,426.2099691586,4.5618457131,4.0564027977
7000000.065,240.,0.788,0.212,1416.2578404532,311.4861208439,5.0188118821,3.5357145206
7000000.065,240.,0.884,0.116,1551.0324712208,184.3265260794,6.7103293688,1.6686333417
7000000.065,240.,0.98,0.02,1697.3515851168,35.4013141946,5.8279012577,0.2934020555
7000000.065,260.,0.02,0.98,127.4262817014,1207.4684991836,2.0687522712,3.1238421874
7000000.065,260.,0.116,0.884,529.0553841179,918.9539551892,1.8863521882,4.4615210534
7000000.065,260.,0.212,0.788,767.3845606138,741.7433517409,3.3893736971,3.5957150118
7000000.065,260.,0.308,0.692,933.0657072833,617.3089810975,1.7852497901,2.7135905108
7000000.065,260.,0.404,0.596,1052.6317329433,524.0845136724,2.4765530866,3.3808935930
7000000.065,260.,0.5,0.5,1127.7759977587,463.9087700670,2.6096188962,2.2283773893
7000000.065,260.,0.596,0.404,1175.7332730104,421.9487001781,2.1674545384,2.1587111139
7000000.065,260.,0.692,0.308,1263.1823521763,344.9857699410,3.5543975419,2.8475542632
7000000.065,260.,0.788,0.212,1361.8382788952,251.3287335807,4.2775219240,2.0754960598
7000000.065,260.,0.884,0.116,1471.8759214800,146.8298354254,7.0265323097,1.6542254155
7000000.065,260.,0.98,0.02,1578.0254369979,26.7969173379,2.9147544308,0.4006889835
7000000.065,280.,0.02,0.98,114.3688417301,1092.9278852618,0.6123484860,2.2665253861
7000000.065,280.,0.116,0.884,492.1675579499,827.9578611177,4.6864986772,3.0071849919
7000000.065,280.,0.212,0.788,723.3302538512,659.3048978056,3.2881802558,2.0165893989
7000000.065,280.,0.308,0.692,889.8443923079,535.3675684199,2.7011433520,2.3949229380
7000000.065,280.,0.404,0.596,1017.8981378727,436.2544903284,3.2124633258,3.5704707974
7000000.065,280.,0.5,0.5,1122.0422435027,354.9927818303,2.4870555488,1.6952759528
7000000.065,280.,0.596,0.404,1208.8879252433,284.5522755837,2.4329580110,2.6560684338
7000000.065,280.,0.692,0.308,1281.2946395114,221.6012608489,4.8816431080,1.2570595246
7000000.065,280.,0.788,0.212,1333.4388509420,176.5697073467,2.6851068647,1.3854414248
7000000.065,280.,0.884,0.116,1402.3134694852,108.0714579581,2.5631039056,0.7631451432
7000000.065,280.,0.98,0.02,1486.6034420178,19.7908383656,4.1626467268,0.4273508871
7000000.065,300.,0.02,0.98,100.1550731707,979.2471793845,1.0810106592,1.0233014647
7000000.065,300.,0.116,0.884,446.9392865397,744.4696495348,1.8001516456,3.2725012212
7000000.065,300.,0.212,0.788,670.6750850793,589.3208410562,2.9621823233,3.9754895832
7000000.065,300.,0.308,0.692,832.8655671976,474.0387694490,2.8425298915,3.3484543693
7000000.065,300.,0.404,0.596,959.7344137579,379.5850851555,1.1038518690,0.5182228941
7000000.065,300.,0.5,0.5,1062.5173683185,302.6861077218,1.2261695619,1.6759406696
7000000.065,300.,0.596,0.404,1149.7473804934,234.6587158273,2.4185582806,1.6468330134
7000000.065,300.,0.692,0.308,1225.4469912551,173.8632378659,4.8304353139,1.1923141381
7000000.065,300.,0.788,0.212,1292.8301418157,118.2209912589,2.0193563762,0.7007780956
7000000.065,300.,0.884,0.116,1354.4704216341,65.3989195505,3.1769157956,0.8833023394
7000000.065,300.,0.98,0.02,1414.2949741672,12.1400881195,2.8745524076,0.0767162897
7000000.065,320.,0.02,0.98,86.7832772225,870.0816834326,0.5014443038,1.7027227749
7000000.065,320.,0.116,0.884,400.3437321379,670.2761371783,1.2751889481,1.9751453729
7000000.065,320.,0.212,0.788,613.6075912885,530.2494219231,2.3116899215,2.3745330366
7000000.065,320.,0.308,0.692,771.5690277444,425.2668861034,0.9367258335,3.0352264403
7000000.065,320.,0.404,0.596,895.9690430388,339.1522802530,2.8361771731,1.7964004471
7000000.065,320.,0.5,0.5,997.5540207785,267.2589041578,2.2007162760,2.6166552816
7000000.065,320.,0.596,0.404,1082.9558790294,205.0740762185,2.0198532625,1.6038669129
7000000.065,320.,0.692,0.308,1157.5713062524,150.5758453445,1.1952541620,0.9107332078
7000000.065,320.,0.788,0.212,1223.5095480271,99.9982520824,1.7973817036,0.6787695542
7000000.065,320.,0.884,0.116,1282.7028652934,53.3093979586,1.5398543170,0.4305854825
7000000.065,320.,0.98,0.02,1337.9602210732,9.0890562421,2.0413002508,0.0872110430
7000000.065,340.,0.02,0.98,74.5243437590,768.8213635564,0.4986252803,1.9915135618
7000000.065,340.,0.116,0.884,353.2667675775,602.4573495271,1.1899124748,1.3808270338
7000000.065,340.,0.212,0.788,554.0422074324,480.3314274509,1.3804701630,1.3814802971
7000000.065,340.,0.308,0.692,705.9862203988,385.6531896772,1.3002537045,1.2104416529
7000000.065,340.,0.404,0.596,827.0240701845,307.9586899351,1.7994159237,0.9461860697
7000000.065,340.,0.5,0.5,927.5416050758,242.3377798654,1.4976860261,0.3671645247
7000000.065,340.,0.596,0.404,1012.9025476687,185.6493429755,1.9854519287,0.4462545053
7000000.065,340.,0.692,0.308,1087.4672644376,135.0302747705,2.0287102643,0.6503253213
7000000.065,340.,0.788,0.212,1152.9168245708,89.2387340676,1.2131660099,0.2710019724
7000000.065,340.,0.884,0.116,1212.0193296971,47.3322092825,1.7482428786,0.2667792268
7000000.065,340.,0.98,0.02,1266.0857088149,7.9253334174,1.6184609661,0.0896377777
7000000.065,360.,0.02,0.98,63.0832350714,678.4982545506,0.3795638202,2.4376632595
7000000.065,360.,0.116,0.884,309.0272550582,541.4422535171,1.0660930095,1.4590345308
7000000.065,360.,0.212,0.788,493.6776116260,436.8988498907,0.5872637814,0.7729305069
7000000.065,360.,0.308,0.692,638.1131129740,353.0229385072,1.0908398471,0.8500909745
7000000.065,360.,0.404,0.596,755.6411427346,282.4705278425,1.6323462659,0.7277204989
7000000.065,360.,0.5,0.5,856.4709986728,222.2524087944,1.1935307412,0.5418102120
7000000.065,360.,0.596,0.404,940.5808120749,170.0079384416,1.7632022658,0.7228887566
7000000.065,360.,0.692,0.308,1014.0955049957,124.0035334387,1.3535724804,0.9957036346
7000000.065,360.,0.788,0.212,1079.6200590802,81.6330088118,1.9857955921,0.1846960212
7000000.065,360.,0.884,0.116,1139.8943582621,43.0782828389,2.4185341040,0.1508706100
7000000.065,360.,0.98,0.02,1193.8915768945,7.2089338707,1.3016658680,0.0626861526
7000000.065,380.,0.02,0.98,53.3335330161,598.2240826271,0.3291255798,1.3613934160
7000000.065,380.,0.116,0.884,267.9179802995,485.4009815928,1.4084534945,0.7797952189
7000000.065,380.,0.212,0.788,436.5600314264,396.3196791353,1.5172634415,0.3655393256
7000000.065,380.,0.308,0.692,572.2785983613,323.2352015577,0.3866444757,1.1815477639
7000000.065,380.,0.404,0.596,685.0467099372,260.2967072336,2.5345555245,0.9038312305
7000000.065,380.,0.5,0.5,782.0566225277,205.9902481834,0.5323810268,0.7531095278
7000000.065,380.,0.596,0.404,865.5118939320,158.0584618866,1.3916854586,0.6668980814
7000000.065,380.,0.692,0.308,939.1738343832,114.9142693889,1.2788119630,0.5069184841
7000000.065,380.,0.788,0.212,1005.1605617553,75.8352793565,1.3597137355,0.2700126248
7000000.065,380.,0.884,0.116,1064.5587286353,39.9882697104,1.4483537725,0.0532061757
7000000.065,380.,0.98,0.02,1119.0045543557,6.6985236543,1.0426688833,0.0242089220
7000000.065,400.,0.02,0.98,45.2170657293,528.3769018481,0.1204445553,0.9154769191
7000000.065,400.,0.116,0.884,231.3055479830,436.1908492364,1.1134064973,1.0450761444
7000000.065,400.,0.212,0.788,382.5958600562,359.9986602457,1.1418998779,1.7549107641
