Pressure(Pa),Temperature(K),CO2_mole_frac,CH4_mole_frac,CO2_uptake,CH4_uptake,CO2_Error,CH4_Error
7500000.075,220.,0.116,0.884,536.9450766244,108.1645672126,11.3489277136,3.4962916123
7500000.075,220.,0.212,0.788,610.4995579223,85.1059063243,23.6430474408,8.1818709042
7500000.075,220.,0.308,0.692,658.3096525254,70.7382326250,31.0813624234,9.2555007766
7500000.075,220.,0.404,0.596,678.8159817894,63.9781191533,8.0876753344,2.5355241714
7500000.075,220.,0.5,0.5,713.6547738485,54.0443073032,11.5618706704,2.3953696024
7500000.075,220.,0.596,0.404,736.9375245062,46.3929193387,25.7495488780,6.8648790075
7500000.075,220.,0.692,0.308,773.0391859524,36.2826030473,12.7822700253,2.3433917227
7500000.075,220.,0.788,0.212,795.6598144360,28.7564987573,17.1611605652,4.8093310699
7500000.075,220.,0.884,0.116,832.8960488690,17.5970684454,11.0166799617,2.0435006822
7500000.075,220.,0.98,0.02,864.3008436535,3.8643001847,15.3764938064,0.6477808087
7500000.075,240.,0.02,0.98,174.4372779193,206.8613486704,6.3066313043,2.8153485509
7500000.075,240.,0.116,0.884,499.5582689532,107.6616422737,12.5589458491,3.8555142281
7500000.075,240.,0.212,0.788,623.7241799359,71.2566398280,6.6607532542,2.8005821622
7500000.075,240.,0.308,0.692,669.4227030955,57.4981119973,14.4319037328,4.1430469816
7500000.075,240.,0.404,0.596,675.1874031564,56.2979215795,8.5332758331,3.5759844697
7500000.075,240.,0.5,0.5,694.5814362715,50.1053806163,13.1377783619,3.8442196633
7500000.075,240.,0.596,0.404,722.9937697989,42.1356613885,13.8605717493,3.3345980323
7500000.075,240.,0.692,0.308,738.3126873409,36.2141760813,6.6932493284,1.4516398853
7500000.075,240.,0.788,0.212,768.7906747482,26.8117672533,6.2579750633,1.2092867400
7500000.075,240.,0.884,0.116,803.8137735427,16.4484966255,13.2494896750,1.1703171075
7500000.075,240.,0.98,0.02,839.9088883263,3.1627580205,6.7462655214,0.4140002895
7500000.075,260.,0.02,0.98,120.2186371807,202.0501439303,3.5667483088,1.7248124186
7500000.075,260.,0.116,0.884,418.0907821001,118.3491453275,10.0273646168,2.3456090896
7500000.075,260.,0.212,0.788,555.6452544372,79.0920578740,13.8116000212,3.2250504780
7500000.075,260.,0.308,0.692,631.6702825072,56.9515582371,4.6239076581,1.2899088647
7500000.075,260.,0.404,0.596,684.6967941844,41.9845849913,11.0635110011,2.2577756650
7500000.075,260.,0.5,0.5,703.2438528346,36.9966768943,5.4475783562,1.0452235953
7500000.075,260.,0.596,0.404,702.2624899363,37.4902859526,2.4649005523,0.7109022912
7500000.075,260.,0.692,0.308,718.8765555488,32.0874730692,8.9693893921,2.9203571251
7500000.075,260.,0.788,0.212,742.4096251224,24.7306791064,5.5192370776,0.5946178803
7500000.075,260.,0.884,0.116,772.0547315745,15.0570820121,6.4037904391,0.5065729399
7500000.075,260.,0.98,0.02,811.2997912196,2.9627815385,3.0488009315,0.2828118936
7500000.075,280.,0.02,0.98,82.4109336644,191.3254105069,0.6914467457,1.2032299651
7500000.075,280.,0.116,0.884,336.5895617498,125.2120318586,3.8546677586,1.6426130153
7500000.075,280.,0.212,0.788,472.7436847865,88.0244291421,4.1907696833,2.5709129678
7500000.075,280.,0.308,0.692,561.4871505604,63.6556106625,6.7131200452,1.4534781147
7500000.075,280.,0.404,0.596,623.2433639434,46.6009850550,5.5729054665,1.8694504674
7500000.075,280.,0.5,0.5,667.4224249150,34.9348504078,5.5335505616,0.2541783168
7500000.075,280.,0.596,0.404,701.1168239936,26.4668476050,6.9998488739,1.1629000409
7500000.075,280.,0.692,0.308,722.6747109264,20.3414738091,1.6509128271,1.0372367681
7500000.075,280.,0.788,0.212,720.9857629196,20.0635224124,1.8511500179,0.8510572272
7500000.075,280.,0.884,0.116,745.7502415299,12.7539045991,5.5311731284,0.4630198290
7500000.075,280.,0.98,0.02,779.7248741351,2.5361407317,2.3822433445,0.0928562597
7500000.075,300.,0.02,0.98,57.6345437653,176.8662024796,1.5810337473,0.8368751315
7500000.075,300.,0.116,0.884,262.7019280698,126.7244534613,3.5203011045,1.0379650555
7500000.075,300.,0.212,0.788,392.0745270586,94.2735615931,3.1403787586,0.4399162865
7500000.075,300.,0.308,0.692,487.7340871658,69.2806122698,2.3977382191,1.1875385156
7500000.075,300.,0.404,0.596,553.2595415003,51.9410069144,5.5959202620,1.0747683442
7500000.075,300.,0.5,0.5,606.5279159876,38.1697153328,2.7514794838,0.7117358195
7500000.075,300.,0.596,0.404,646.4271872562,28.0915239106,3.3921051486,0.8817604640
7500000.075,300.,0.692,0.308,678.7618808977,19.7801671419,4.0706497083,0.4544794611
7500000.075,300.,0.788,0.212,703.1688389932,13.1011117767,3.8228409159,0.2971324871
7500000.075,300.,0.884,0.116,725.1545321372,7.2892621170,4.9579600660,0.1973694303
7500000.075,300.,0.98,0.02,744.3017924452,1.9312715485,6.6433415722,0.1061830520
7500000.075,320.,0.02,0.98,41.0470285064,160.6728151095,1.1130201948,0.7567165429
7500000.075,320.,0.116,0.884,201.1783939843,123.9237881357,3.8639090640,1.3694284231
7500000.075,320.,0.212,0.788,319.1229751945,95.8246722798,2.0767537627,0.6374207385
7500000.075,320.,0.308,0.692,410.1084910331,73.5758299467,4.5142516879,0.8659394741
7500000.075,320.,0.404,0.596,478.0128388643,56.2658630155,5.9897779908,1.8260296147
7500000.075,320.,0.5,0.5,534.9010631012,42.4693423055,3.5259396143,0.8429807818
7500000.075,320.,0.596,0.404,581.7255212901,31.0545375173,4.0367337396,0.5872669158
7500000.075,320.,0.692,0.308,618.5258571096,21.7721742532,3.6711815187,0.5864957982
7500000.075,320.,0.788,0.212,646.3142573276,14.2389090017,1.4402642642,0.3317676189
7500000.075,320.,0.884,0.116,675.3112441893,7.3212875284,2.2900919707,0.4196849086
7500000.075,320.,0.98,0.02,699.3495888140,1.1975713624,3.5566804460,0.0281048024
7500000.075,340.,0.02,0.98,30.0738219219,144.5256756162,0.6754903269,0.5021631459
7500000.075,340.,0.116,0.884,154.6621744895,117.2960198424,1.8934246183,0.5180218805
7500000.075,340.,0.212,0.788,255.6819054688,94.1748331509,2.1596855450,1.4288125075
7500000.075,340.,0.308,0.692,341.1750442225,74.2820466275,3.6894162496,0.3057940167
7500000.075,340.,0.404,0.596,409.9180013386,58.2543227987,1.9755008264,0.8391751350
7500000.075,340.,0.5,0.5,465.5927289349,45.2296940696,4.4962402312,0.5658012549
7500000.075,340.,0.596,0.404,511.8116208398,33.3751863504,2.0418746269,0.4177401964
7500000.075,340.,0.692,0.308,554.4531253757,23.6186746040,2.1343762895,0.3159865819
7500000.075,340.,0.788,0.212,589.5918818748,15.1055511130,2.9530507861,0.1280797136
7500000.075,340.,0.884,0.116,620.9223902249,7.7780640484,3.5168031558,0.2382255856
7500000.075,340.,0.98,0.02,645.3628999658,1.2837681219,2.2671913842,0.0561682143
7500000.075,360.,0.02,0.98,22.4781476477,129.0652590750,0.2413956974,0.4908059122
7500000.075,360.,0.116,0.884,119.8494781547,107.8116909404,0.3235261486,0.4332094551
7500000.075,360.,0.212,0.788,205.2322329041,89.3907140849,3.8964468939,1.0180484108
7500000.075,360.,0.308,0.692,278.9162835645,72.7636244043,2.3144570406,0.3208125813
7500000.075,360.,0.404,0.596,343.0772133909,58.5850199816,3.6130713238,0.9133304443
7500000.075,360.,0.5,0.5,399.2966778652,45.3772562913,3.3399075659,0.5856060964
7500000.075,360.,0.596,0.404,447.7305239260,34.1755895673,2.3891191338,0.2798765645
7500000.075,360.,0.692,0.308,489.5155977067,24.6134183609,2.6848918079,0.3353418884
7500000.075,360.,0.788,0.212,526.8358476422,15.8808578118,1.6987374152,0.2824309340
7500000.075,360.,0.884,0.116,558.8567561115,8.2296356102,2.9179313406,0.0908852992
7500000.075,360.,0.98,0.02,589.6254335203,1.3568696044,1.6697868306,0.0092128444
7500000.075,380.,0.02,0.98,17.2599120562,115.0645846554,0.2145992274,0.9703910462
7500000.075,380.,0.116,0.884,94.8123128648,98.3525911668,1.0359572655,0.5723433796
7500000.075,380.,0.212,0.788,164.7144838781,83.2182635972,2.1689253954,0.7404001397
7500000.075,380.,0.308,0.692,229.2834890021,69.1765131064,1.7438246172,0.7929928733
7500000.075,380.,0.404,0.596,286.9605860738,56.2955014397,2.4779702087,0.4160409874
7500000.075,380.,0.5,0.5,338.2503227374,44.8801993626,2.4510007597,0.5261137470
7500000.075,380.,0.596,0.404,386.2274481608,34.0561739028,4.3102096729,0.5819754715
7500000.075,380.,0.692,0.308,426.0442496668,24.9352306471,1.2465159395,0.2811118394
7500000.075,380.,0.788,0.212,464.9860715405,16.2115218421,3.4851446574,0.1034991246
7500000.075,380.,0.884,0.116,498.6641039627,8.4879938204,3.0717597773,0.1191001968
7500000.075,380.,0.98,0.02,528.8504921098,1.3973489288,3.2967111691,0.0230007376
7500000.075,400.,0.02,0.98,13.6321517561,102.6176068252,0.1596223238,0.6927899469
7500000.075,400.,0.116,0.884,75.3789997746,89.2798517912,0.7255404363,0.2907163253
7500000.075,400.,0.212,0.788,133.9379868446,76.2761755052,1.1859505884,0.7088891659
7500000.075,400.,0.308,0.692,188.0437885805,64.3394824911,1.6487949539,0.5696488272
7500000.075,400.,0.404,0.596,238.4348139600,53.2569993633,1.5204107480,0.6690949319
7500000.075,400.,0.5,0.5,284.9865854694,42.9029783108,3.8803729018,0.3508639989
7500000.075,400.,0.596,0.404,328.4375120863,33.4447736574,3.8907942769,0.6603087318
7500000.075,400.,0.692,0.308,367.6398365732,24.4150332037,2.6193335853,0.3704688378
7500000.075,400.,0.788,0.212,404.5199143794,16.0839174855,2.4585111701,0.2329546731
7500000.075,400.,0.884,0.116,438.2956011843,8.4902813498,2.4896254358,0.0953805770
7500000.075,400.,0.98,0.02,470.6290218636,1.4135937027,2.5248202030,0.0256211047
9000000.07,200.,0.02,0.98,229.3258604568,217.8662215621,12.2588890331,4.8666955090
9000000.07,200.,0.116,0.884,495.7121956429,133.2936079581,22.3449201353,6.8930531760
9000000.07,200.,0.212,0.788,626.2075472555,92.5112356932,36.2580142099,8.9104313374
9000000.07,200.,0.308,0.692,677.1467646961,74.7698539809,43.8861798687,10.6400082770
9000000.07,200.,0.404,0.596,731.0146134341,58.3877951654,16.0030186952,6.0245618902
9000000.07,200.,0.5,0.5,754.3811977426,50.8200512101,12.5775069773,3.6012526887
9000000.07,200.,0.596,0.404,772.3334193614,45.8602233651,18.7970285089,5.8188967652
9000000.07,200.,0.692,0.308,800.2307487698,36.0432412767,11.2843449829,3.3398717763
9000000.07,200.,0.788,0.212,820.5569538884,29.4499516872,14.8708083806,2.8389688568
9000000.07,200.,0.884,0.116,855.8858363785,18.1404727086,13.4266524671,2.2097535211
9000000.07,200.,0.98,0.02,893.4872290992,4.9113587441,26.2161004125,0.8768416397
9000000.07,220.,0.02,0.98,206.5358370803,213.5098041860,10.7273830039,3.0603301928
9000000.07,220.,0.116,0.884,487.2882776327,125.8685859449,5.8625995635,1.7478083136
9000000.07,220.,0.212,0.788,587.1004221529,93.9161765673,17.4083320359,4.9606440264
9000000.07,220.,0.308,0.692,641.1956764880,76.9850112414,8.9276674632,2.4344274844
9000000.07,220.,0.404,0.596,680.9840181972,65.8875431385,10.2585718005,3.3706375585
9000000.07,220.,0.5,0.5,711.4855554044,54.3555439101,11.1964191430,3.5652291725
9000000.07,220.,0.596,0.404,737.4327977118,46.2268248137,16.7498059152,3.6248665723
9000000.07,220.,0.692,0.308,770.4457983320,37.3275729928,16.4571156713,3.1676461185
9000000.07,220.,0.788,0.212,796.1018960085,28.3576066766,12.9364496680,2.7068138495
9000000.07,220.,0.884,0.116,833.3176721210,16.8125453238,5.2419648956,1.8314625753
9000000.07,220.,0.98,0.02,874.2082172078,3.7906019554,8.4071417123,0.1753486855
9000000.07,240.,0.02,0.98,158.7251969220,213.6021673290,6.1093668730,1.7513959695
9000000.07,240.,0.116,0.884,470.2679552399,118.8129170461,6.5080523945,2.3190383930
9000000.07,240.,0.212,0.788,577.4014506892,85.3704640707,10.0284431864,3.1561424568
9000000.07,240.,0.308,0.692,638.4979059705,68.0661993867,14.8631675059,4.7878611024
9000000.07,240.,0.404,0.596,657.3663875659,62.1220045486,22.5746327739,4.9939857743
9000000.07,240.,0.5,0.5,685.9802128178,53.1199796683,10.5878516092,3.4673479729
9000000.07,240.,0.596,0.404,707.5562849244,46.8698194867,6.3535144156,2.2265204572
9000000.07,240.,0.692,0.308,736.9031545279,38.0090909868,8.3584983185,1.6980551565
9000000.07,240.,0.788,0.212,769.6962054723,26.3194842990,9.9258451988,1.7209228549
9000000.07,240.,0.884,0.116,804.1441981487,16.8912164431,7.8562907371,1.0315977532
9000000.07,240.,0.98,0.02,845.3243421265,3.2706697328,7.4895692190,0.6383258076
9000000.07,260.,0.02,0.98,116.4773104708,207.7741723532,2.9668333919,1.2381528285
9000000.07,260.,0.116,0.884,401.2017566614,126.6350077470,7.1784008462,0.7910841492
9000000.07,260.,0.212,0.788,538.5701037457,85.4640538599,12.0477323965,3.5851486810
9000000.07,260.,0.308,0.692,609.5606574045,64.4965926615,12.8203236842,3.4706144208
9000000.07,260.,0.404,0.596,656.0183206399,51.5165210266,5.5365823769,1.2503927537
9000000.07,260.,0.5,0.5,673.0079100892,46.3389137536,6.1933750241,1.9432442045
9000000.07,260.,0.596,0.404,690.7383635148,41.2628860463,6.3692460143,2.4321729024
9000000.07,260.,0.692,0.308,718.0924108591,33.5784449398,2.1975774864,1.0303905458
9000000.07,260.,0.788,0.212,740.7666856050,25.5597593220,5.3572723549,1.8479637706
9000000.07,260.,0.884,0.116,774.7396815445,15.6617522797,13.2575823085,1.3849665501
9000000.07,260.,0.98,0.02,809.0751989216,3.0133392532,3.6539203461,0.1170839061
9000000.07,280.,0.02,0.98,82.4699445530,197.5958932322,2.6023410923,1.1807344025
9000000.07,280.,0.116,0.884,330.3484101381,130.8525820352,4.7594873819,1.3417258387
9000000.07,280.,0.212,0.788,467.9961724162,92.1585583366,11.0140451652,2.5440023997
9000000.07,280.,0.308,0.692,556.0860630475,67.4334157144,5.8025042546,2.2197984282
9000000.07,280.,0.404,0.596,613.7919836195,51.4736878677,5.1653035408,0.9815903666
9000000.07,280.,0.5,0.5,660.6179875482,39.1193384014,7.2385061459,1.7727247678
9000000.07,280.,0.596,0.404,685.8813763988,31.6662361362,7.2428952684,1.4477437559
9000000.07,280.,0.692,0.308,701.0958201179,27.7000580122,5.9081991691,1.4584329827
9000000.07,280.,0.788,0.212,718.2328913259,22.2874651118,4.8783267929,1.0755120205
9000000.07,280.,0.884,0.116,745.6241273504,13.7188773213,6.8495754049,0.8813720757
9000000.07,280.,0.98,0.02,779.4079065576,2.5678014646,6.2795029981,0.0953722338
9000000.07,300.,0.02,0.98,58.3818634782,184.0432098937,1.4028659440,1.6935447064
9000000.07,300.,0.116,0.884,262.6322788546,132.3139154816,5.3041797081,1.5394985721
9000000.07,300.,0.212,0.788,394.9951568797,97.4451713578,3.5629033492,1.3139172861
9000000.07,300.,0.308,0.692,485.0764149563,73.5072040651,6.7229201084,2.0356850816
9000000.07,300.,0.404,0.596,551.0932326840,55.3808875166,4.9945710021,1.2969740321
9000000.07,300.,0.5,0.5,604.7609535856,41.6061812172,5.6924821978,0.8317310599
9000000.07,300.,0.596,0.404,643.5701146172,31.1967290179,3.7506764902,0.2585456801
9000000.07,300.,0.692,0.308,673.6093847091,22.9194531217,3.6851720955,0.7158157955
9000000.07,300.,0.788,0.212,699.8788682943,15.5786387120,2.5210527172,0.2942859461
9000000.07,300.,0.884,0.116,720.5915992798,10.0658586551,5.9203456365,0.1880042515
9000000.07,300.,0.98,0.02,746.1088531552,2.1176223119,5.9684248326,0.1613122520
9000000.07,320.,0.02,0.98,42.2224272081,168.6840413923,0.6991669318,0.9075052301
9000000.07,320.,0.116,0.884,206.6836825424,129.3806066043,1.7955884695,0.3415319365
9000000.07,320.,0.212,0.788,324.6629974344,99.9475627429,3.6948532983,1.1525787778
9000000.07,320.,0.308,0.692,415.2516218572,77.0042397493,3.0381313931,0.8304964706
9000000.07,320.,0.404,0.596,487.0147726203,58.6208910946,3.7679439150,0.4172503236
9000000.07,320.,0.5,0.5,540.1215718393,44.9192862778,4.5125732777,0.8494272142
9000000.07,320.,0.596,0.404,586.0576842933,33.0993235675,2.5907289922,0.7539873432
9000000.07,320.,0.692,0.308,621.0392299658,23.5090389565,2.7265869330,0.5148894146
9000000.07,320.,0.788,0.212,655.0431407006,15.2784750735,3.2889744054,0.3317064714
9000000.07,320.,0.884,0.116,682.7640739242,8.1342555806,2.0924825563,0.1088747933
9000000.07,320.,0.98,0.02,706.7815055992,1.3902211198,5.0349775033,0.0671807476
9000000.07,340.,0.02,0.98,31.5186339719,152.8265561633,0.4512046868,1.0377086656
9000000.07,340.,0.116,0.884,161.8220410762,123.2548349771,1.7953340152,0.2739208636
9000000.07,340.,0.212,0.788,265.0830947133,98.4857320075,4.2468606457,1.1196425542
9000000.07,340.,0.308,0.692,351.3244624386,77.7433438092,4.3434291835,1.3499532327
9000000.07,340.,0.404,0.596,418.0722332229,61.2340453157,1.4721283257,0.6647162035
9000000.07,340.,0.5,0.5,477.4977438194,46.7812025875,3.4195397132,0.6860957753
9000000.07,340.,0.596,0.404,523.2440030600,35.2074310833,1.8361367891,0.8525845111
9000000.07,340.,0.692,0.308,564.4913412546,24.9671234481,3.9202468346,1.0228771557
9000000.07,340.,0.788,0.212,599.1196399282,16.1218109071,0.8546567323,0.3673842649
9000000.07,340.,0.884,0.116,632.1452792441,8.3251150976,1.2208601154,0.2081505984
9000000.07,340.,0.98,0.02,659.0154191164,1.3824634115,5.6078317665,0.0342657419
9000000.07,360.,0.02,0.98,24.0456186942,138.2518776309,0.4978357288,0.5024174547
9000000.07,360.,0.116,0.884,127.0887230246,115.2572012602,1.7621119523,1.1613368182
9000000.07,360.,0.212,0.788,216.6392468070,94.3173561775,1.8081230783,0.7323896107
9000000.07,360.,0.308,0.692,292.7261953934,76.9176783113,2.3961036601,0.5569109851
9000000.07,360.,0.404,0.596,357.0174219893,61.6352580784,2.3911842898,0.4649997687
9000000.07,360.,0.5,0.5,414.2946270915,47.5794840379,2.1990877981,0.3938791947
9000000.07,360.,0.596,0.404,463.2350211656,35.9042324258,2.1703666162,0.4177292511
9000000.07,360.,0.692,0.308,504.9949994066,25.7822795719,3.8760969760,0.1640610926
9000000.07,360.,0.788,0.212,541.2558720485,16.8443386670,4.5459444147,0.1848959457
9000000.07,360.,0.884,0.116,576.0847531879,8.7951526575,4.7235319402,0.1744796603
9000000.07,360.,0.98,0.02,605.2571360498,1.4358722497,2.9652137192,0.0612146035
9000000.07,380.,0.02,0.98,18.6302558199,124.3885212797,0.2064918265,0.3054994641
9000000.07,380.,0.116,0.884,102.2795088870,105.8139152767,0.4997521312,0.9462592166
9000000.07,380.,0.212,0.788,175.8424462906,89.1966056131,1.5454418193,0.4180254100
9000000.07,380.,0.308,0.692,243.2411553673,73.5379696777,1.6674233972,0.6350000674
9000000.07,380.,0.404,0.596,303.6413003479,59.7259003984,2.3850820418,0.9116729618
9000000.07,380.,0.5,0.5,355.4274013274,47.4808550535,2.3020810267,0.6006862973
9000000.07,380.,0.596,0.404,403.0340038369,36.4559248390,3.2659340888,0.3688962344
9000000.07,380.,0.692,0.308,445.8004405160,26.1501408192,1.4215907546,0.2926688076
9000000.07,380.,0.788,0.212,483.8500977683,17.1891920101,0.8838515259,0.0562987763
9000000.07,380.,0.884,0.116,518.3656483649,8.9587607375,3.5124599203,0.1296490646
9000000.07,380.,0.98,0.02,549.6891554231,1.4796999867,2.0506716547,0.0460630769
9000000.07,400.,0.02,0.98,14.9557596234,112.2402483736,0.1163049556,0.9812819505
9000000.07,400.,0.116,0.884,82.5191354478,96.7206875944,0.6844457296,0.4472745696
9000000.07,400.,0.212,0.788,144.7733498124,82.6249646712,1.6214726887,0.4898978237
9000000.07,400.,0.308,0.692,202.3345164018,69.6218519795,1.9348007337,0.2078940930
9000000.07,400.,0.404,0.596,256.1949092187,57.2798021277,1.6785129481,0.2430347967
9000000.07,400.,0.5,0.5,304.5519229206,46.0067247036,1.6085409186,0.1785813833
9000000.07,400.,0.596,0.404,349.1286027151,35.5721096810,1.6431119474,0.4437522926
9000000.07,400.,0.692,0.308,390.1532634578,25.9681330463,2.6167979287,0.2146997174
9000000.07,400.,0.788,0.212,427.1165384337,17.2392855884,2.2688177918,0.1131168648
9000000.07,400.,0.884,0.116,462.4237805671,9.0109760822,2.8047921143,0.0598385967
9000000.07,400.,0.98,0.02,493.6604534209,1.5064541347,2.3363376407,0.0501089236
10500000.065,200.,0.02,0.98,216.5058585579,223.4310512008,19.5293528190,5.5794580637
10500000.065,200.,0.116,0.884,483.2294377901,138.2963352672,26.5070922871,8.8688567714
10500000.065,200.,0.212,0.788,606.6927645871,98.0309114909,31.7860749237,6.6836255856
10500000.065,200.,0.308,0.692,679.1849589637,75.6837716995,23.8902319427,5.4076359174
10500000.065,200.,0.404,0.596,726.3732115523,59.7102192187,21.0647830584,6.4873477581
10500000.065,200.,0.5,0.5,752.9242016263,52.8758439234,27.6288329049,7.6589415038
10500000.065,200.,0.596,0.404,779.5576614630,43.2045675111,12.0547318291,2.6157784831
10500000.065,200.,0.692,0.308,793.5243294891,38.2844564807,15.0027997808,3.6668158464
10500000.065,200.,0.788,0.212,832.6424566218,27.1974977519,9.5021517821,2.3270927304
10500000.065,200.,0.884,0.116,855.0096747099,19.0826032896,9.2136234698,2.3584442916
10500000.065,200.,0.98,0.02,892.5621493134,4.9056896495,7.3722586183,0.6582512131
10500000.065,220.,0.02,0.98,186.5905204247,220.9274994746,12.0447864908,3.9191094569
10500000.065,220.,0.116,0.884,457.0245115715,135.4743196674,13.1682320808,3.2295327302
10500000.065,220.,0.212,0.788,563.7950309539,101.4859759838,13.8002240201,5.8966008438
10500000.065,220.,0.308,0.692,636.4910811276,78.5825687204,24.4362207836,6.7118444627
10500000.065,220.,0.404,0.596,672.7224028622,67.2047290810,20.6658378113,5.0770030553
10500000.065,220.,0.5,0.5,713.5482996565,55.3893414295,24.9835437338,4.8819488137
10500000.065,220.,0.596,0.404,743.9645483991,45.1196605909,14.2078573105,2.9217177036
10500000.065,220.,0.692,0.308,763.8202121484,38.6358740385,8.6189258078,1.1594219230
10500000.065,220.,0.788,0.212,800.2739385573,27.2362862937,12.7046614280,2.4123388822
10500000.065,220.,0.884,0.116,836.8272287922,17.0152071664,12.4204193088,1.6286428549
10500000.065,220.,0.98,0.02,869.6832913634,3.9620340489,6.4126750460,1.0735984561
10500000.065,240.,0.02,0.98,148.7689052505,218.9197780310,3.8450089990,2.0359213775
10500000.065,240.,0.116,0.884,443.7874327140,128.3106064459,6.9877258481,2.5710314217
10500000.065,240.,0.212,0.788,552.4182044393,95.1205773653,22.9900182268,7.3329605973
10500000.065,240.,0.308,0.692,609.7276882248,77.3528393362,13.2731190792,4.6763364188
10500000.065,240.,0.404,0.596,649.3436344874,64.6540675106,8.6091377759,1.4224006075
10500000.065,240.,0.5,0.5,676.5752956127,55.9654673088,12.3324608433,2.8831301595
10500000.065,240.,0.596,0.404,708.3307914720,47.0341237713,4.1439447707,1.3578486138
10500000.065,240.,0.692,0.308,740.3090557090,37.0647723342,9.9197764000,1.0046907265
10500000.065,240.,0.788,0.212,774.1022912066,26.8425660185,12.1453766982,1.4884999498
10500000.065,240.,0.884,0.116,800.7566639930,17.0956353735,6.2183390992,1.3304627771
10500000.065,240.,0.98,0.02,845.3774428337,3.4121318761,7.3816041403,0.2801808255
10500000.065,260.,0.02,0.98,111.5323071141,211.9702969093,2.3761824337,0.8102847907
10500000.065,260.,0.116,0.884,388.0426012731,132.2991294220,7.8505440626,2.4815422160
10500000.065,260.,0.212,0.788,522.0691499135,92.0905292018,6.9539938807,2.1626799242
10500000.065,260.,0.308,0.692,592.7485552504,70.8757827616,5.7114226697,1.2920975582
10500000.065,260.,0.404,0.596,635.8510539394,58.4630515670,9.7013238402,2.4576495931
10500000.065,260.,0.5,0.5,664.0115228112,50.3649654727,4.3587844921,2.1843175352
10500000.065,260.,0.596,0.404,686.3696483125,43.6529564234,7.5534231666,1.6876998195
10500000.065,260.,0.692,0.308,708.3066961169,36.3738721545,6.2720405554,1.5040893826
10500000.065,260.,0.788,0.212,740.6792149196,26.2558313073,5.4266887953,1.5205037531
10500000.065,260.,0.884,0.116,774.5420996323,15.7195372612,2.4516482993,0.7082678963
10500000.065,260.,0.98,0.02,812.0236520584,3.0106207400,7.5028218872,0.3338007767
10500000.065,280.,0.02,0.98,80.7603563740,202.7578856308,1.2450533321,0.5668655072
10500000.065,280.,0.116,0.884,324.7791097685,135.5382378799,1.2732628798,1.4544480037
10500000.065,280.,0.212,0.788,457.5482445739,97.6147800583,2.5666821504,1.3169740074
10500000.065,280.,0.308,0.692,545.6382261311,72.5777046246,3.6122684344,0.8139852555
10500000.065,280.,0.404,0.596,602.7216682076,56.7376245106,10.0456737079,2.2261144978
10500000.065,280.,0.5,0.5,643.9554584478,44.2907792908,7.3611828501,1.3654673062
10500000.065,280.,0.596,0.404,669.7511273324,37.0292327473,6.4351290800,0.9230975406
10500000.065,280.,0.692,0.308,692.9620465541,30.7409802285,5.6954287836,1.2970964326
10500000.065,280.,0.788,0.212,716.9713858267,23.4370646623,4.6315473262,0.9884376325
10500000.065,280.,0.884,0.116,744.5920278174,14.2179565586,5.7895952849,1.1794631318
10500000.065,280.,0.98,0.02,781.6933282616,2.5479762099,3.5154340114,0.1136652537
10500000.065,300.,0.02,0.98,58.6599147840,188.9309308341,1.2417556474,0.4572644530
10500000.065,300.,0.116,0.884,262.1890152458,136.7477441782,2.9818994932,1.1762249861
10500000.065,300.,0.212,0.788,393.0557081052,101.1434764753,3.8802724897,1.0431042962
10500000.065,300.,0.308,0.692,483.1017778708,76.6212609165,6.5706717404,1.6498707292
10500000.065,300.,0.404,0.596,547.4522881329,58.6913735218,3.9909770431,0.9111181537
10500000.065,300.,0.5,0.5,599.7141132562,44.7134086330,5.2396775825,1.2592478500
10500000.065,300.,0.596,0.404,636.8601492277,34.6498706599,2.8999798705,0.5313463304
10500000.065,300.,0.692,0.308,669.2407604327,25.6329602624,2.2778452692,0.6632304456
10500000.065,300.,0.788,0.212,692.6806309911,18.8991699550,6.0822256121,0.5537316452
10500000.065,300.,0.884,0.116,717.0596748450,11.7023372862,3.8707076806,0.6498435379
10500000.065,300.,0.98,0.02,748.9506502483,2.2720139692,3.8796090585,0.1917035259
10500000.065,320.,0.02,0.98,43.3729122218,175.0485448906,0.8069387594,0.9193772196
10500000.065,320.,0.116,0.884,209.2649770224,134.2507898194,2.1943727421,1.1886074326
10500000.065,320.,0.212,0.788,329.2842137735,103.2310293793,3.6810523910,1.1369379352
10500000.065,320.,0.308,0.692,418.6797998760,79.9294593923,2.8093396996,1.8447853378
10500000.065,320.,0.404,0.596,486.4419396490,61.9267025832,3.5987726088,0.8651369049
10500000.065,320.,0.5,0.5,541.5609283372,47.2077439364,6.2942238159,0.9881982804
10500000.065,320.,0.596,0.404,587.8852033236,35.0558573970,5.4508564455,0.4450009341
10500000.065,320.,0.692,0.308,623.9668610788,25.3943610017,6.4920983592,1.0483133335
10500000.065,320.,0.788,0.212,657.1594402892,16.7125239302,2.6209139563,0.5700718625
10500000.065,320.,0.884,0.116,684.6770632709,9.1142132779,3.4136013194,0.4517459231
10500000.065,320.,0.98,0.02,711.9809195358,1.6826270500,4.6718662941,0.0691625211
10500000.065,340.,0.02,0.98,32.7623180008,160.3874043779,0.8324574665,1.0283548194
10500000.065,340.,0.116,0.884,166.5973767623,128.1456391093,1.8893041245,0.6178349167
