Index,GP_1,GP_2,RE_m_1,RE_m_2,R2_1,R2_2,MRE_1,MRE_2,RGR_1,RGR_2,CLR_1,CLR_2
1,1.042702224976519,1.0835702168410208,2.778502237424673,5.558891072368194,0.9959680000000001,0.9988520000000002,2.120708,2.840326,62.117894,59.108112,92.736946,92.536378
2,2.8051604248943898,3.24666488682876,6.319036596067057,13.874650024875796,0.9975020000000001,0.9988060000000002,2.2688720000000004,3.028444,10.144774,8.42626,34.798328,28.403989999999997
3,1.5727619982582204,0.6047795311731476,3.7253500406375024,2.7765351346305756,0.9840920000000001,0.997708,31.186728000000002,3.55492,74.29307,89.829334,89.89780999999999,98.623304
4,2.758122512338085,2.6023769281521862,5.560499025204398,10.595345861878986,0.9897819999999999,0.997708,3.728572,4.366564,9.981356,8.42127,31.264746,35.593786
5,1.976166309456397,1.9300339501874018,4.341025896466131,8.51950904879742,0.9968120000000001,0.9987680000000001,2.280982,2.8746560000000003,11.662028,11.519020000000001,63.028658,65.080856
6,2.2144363758857493,2.2352416983673593,4.603708190124171,9.837125328444094,0.993666,0.9982160000000001,2.912594,3.5254399999999997,21.231944,15.272671999999998,56.028968,53.910192
7,1.9768001130321653,1.932987586630635,4.339319778302415,8.533189141621023,0.9968040000000001,0.9987500000000001,2.280308,2.8751620000000004,11.650904,11.499733999999998,63.015055999999994,65.06356600000001
8,2.786019854316097,3.267187212769938,6.265977918800719,13.979737312957475,0.9975120000000001,0.9988060000000001,2.269004,3.029814,10.148136000000001,8.429622000000002,36.683404,27.980458000000002
9,2.0307012668152944,2.1281702345676687,4.470034868837981,9.274739401245531,0.9967760000000001,0.998778,2.3040920000000007,2.9646239999999997,11.414410000000002,10.400459999999999,60.757278,56.63754
10,2.071594686249312,2.0531001611218853,4.536573108294658,9.172954918680407,0.9942660000000001,0.9985620000000001,2.990106,3.297822,27.354934,19.942490000000003,61.106614,57.036648
11,2.054279545663194,2.0365409101410195,4.532420458563742,8.85504936091797,0.9968140000000001,0.9988040000000001,2.298914,2.9774839999999996,10.961428,11.07746,60.154134000000006,61.67824999999999
12,1.4220278300730693,0.8239702014342495,4.279105042804128,4.03745759524687,0.9917999999999999,0.9984100000000001,2.447688,2.79812,73.88013400000001,80.43329999999999,83.25402199999999,97.63085000000001
